ensembl_gene_id_version	ensembl_gene_id	external_gene_name
ENSG00000168488.19	ENSG00000168488	ATXN2L
ENSG00000168517.11	ENSG00000168517	HEXIM2
ENSG00000168589.15	ENSG00000168589	DYNLRB2
ENSG00000168591.16	ENSG00000168591	TMUB2
ENSG00000168610.16	ENSG00000168610	STAT3
ENSG00000168646.14	ENSG00000168646	AXIN2
ENSG00000168676.11	ENSG00000168676	KCTD19
ENSG00000168701.19	ENSG00000168701	TMEM208
ENSG00000168748.14	ENSG00000168748	CA7
ENSG00000168778.13	ENSG00000168778	TCTN2
ENSG00000168792.5	ENSG00000168792	ABHD15
ENSG00000168802.14	ENSG00000168802	CHTF8
ENSG00000168803.16	ENSG00000168803	ADAL
ENSG00000168806.8	ENSG00000168806	LCMT2
ENSG00000168807.17	ENSG00000168807	SNTB2
ENSG00000168872.17	ENSG00000168872	DDX19A
ENSG00000168904.15	ENSG00000168904	LRRC28
ENSG00000168907.13	ENSG00000168907	PLA2G4F
ENSG00000168925.12	ENSG00000168925	CTRB1
ENSG00000168928.13	ENSG00000168928	CTRB2
ENSG00000168952.16	ENSG00000168952	STXBP6
ENSG00000168961.17	ENSG00000168961	LGALS9
ENSG00000168970.22	ENSG00000168970	JMJD7-PLA2G4B
ENSG00000169018.6	ENSG00000169018	FEM1B
ENSG00000169032.11	ENSG00000169032	MAP2K1
ENSG00000169062.15	ENSG00000169062	UPF3A
ENSG00000169105.8	ENSG00000169105	CHST14
ENSG00000169118.18	ENSG00000169118	CSNK1G1
ENSG00000169180.12	ENSG00000169180	XPO6
ENSG00000169181.13	ENSG00000169181	GSG1L
ENSG00000169189.17	ENSG00000169189	NSMCE1
ENSG00000169208.3	ENSG00000169208	OR10G3
ENSG00000169217.9	ENSG00000169217	CD2BP2
ENSG00000169221.14	ENSG00000169221	TBC1D10B
ENSG00000169246.17	ENSG00000169246	NPIPB3
ENSG00000169327.5	ENSG00000169327	OR5AU1
ENSG00000169330.9	ENSG00000169330	MINAR1
ENSG00000169340.10	ENSG00000169340	PDILT
ENSG00000169344.16	ENSG00000169344	UMOD
ENSG00000169347.17	ENSG00000169347	GP2
ENSG00000169371.14	ENSG00000169371	SNUPN
ENSG00000169372.13	ENSG00000169372	CRADD
ENSG00000169375.17	ENSG00000169375	SIN3A
ENSG00000169385.3	ENSG00000169385	RNASE2
ENSG00000169397.4	ENSG00000169397	RNASE3
ENSG00000169410.11	ENSG00000169410	PTPN9
ENSG00000169413.3	ENSG00000169413	RNASE6
ENSG00000169484.4	ENSG00000169484	OR4K14
ENSG00000169488.7	ENSG00000169488	OR4K15
ENSG00000169508.7	ENSG00000169508	GPR183
ENSG00000169592.15	ENSG00000169592	INO80E
ENSG00000169594.14	ENSG00000169594	BNC1
ENSG00000169609.14	ENSG00000169609	C15orf40
ENSG00000169612.4	ENSG00000169612	RAMAC
ENSG00000169627.9	ENSG00000169627	BOLA2B
ENSG00000169682.18	ENSG00000169682	SPNS1
ENSG00000169684.13	ENSG00000169684	CHRNA5
ENSG00000169688.11	ENSG00000169688	MT1B
ENSG00000169715.15	ENSG00000169715	MT1E
ENSG00000169752.17	ENSG00000169752	NRG4
ENSG00000169758.13	ENSG00000169758	TMEM266
ENSG00000169783.13	ENSG00000169783	LINGO1
ENSG00000169840.5	ENSG00000169840	GSX1
ENSG00000169856.9	ENSG00000169856	ONECUT1
ENSG00000169857.9	ENSG00000169857	AVEN
ENSG00000169877.10	ENSG00000169877	AHSP
ENSG00000169896.18	ENSG00000169896	ITGAM
ENSG00000169900.8	ENSG00000169900	PYDC1
ENSG00000169918.10	ENSG00000169918	OTUD7A
ENSG00000169926.11	ENSG00000169926	KLF13
ENSG00000169951.10	ENSG00000169951	ZNF764
ENSG00000169955.8	ENSG00000169955	ZNF747
ENSG00000169957.10	ENSG00000169957	ZNF768
ENSG00000169992.10	ENSG00000169992	NLGN2
ENSG00000170004.19	ENSG00000170004	CHD3
ENSG00000170037.14	ENSG00000170037	CNTROB
ENSG00000170043.12	ENSG00000170043	TRAPPC1
ENSG00000170049.10	ENSG00000170049	KCNAB3
ENSG00000170054.16	ENSG00000170054	SERPINA9
ENSG00000170099.6	ENSG00000170099	SERPINA6
ENSG00000170100.14	ENSG00000170100	ZNF778
ENSG00000170113.16	ENSG00000170113	NIPA1
ENSG00000170160.19	ENSG00000170160	CCDC144A
ENSG00000170175.11	ENSG00000170175	CHRNB1
ENSG00000170190.16	ENSG00000170190	SLC16A5
ENSG00000170222.12	ENSG00000170222	ADPRM
ENSG00000170236.16	ENSG00000170236	USP50
ENSG00000170270.5	ENSG00000170270	GON7
ENSG00000170291.16	ENSG00000170291	ELP5
ENSG00000170296.10	ENSG00000170296	GABARAP
ENSG00000170298.16	ENSG00000170298	LGALS9B
ENSG00000170310.15	ENSG00000170310	STX8
ENSG00000170315.14	ENSG00000170315	UBB
ENSG00000170345.10	ENSG00000170345	FOS
ENSG00000170348.9	ENSG00000170348	TMED10
ENSG00000170412.18	ENSG00000170412	GPRC5C
ENSG00000170425.4	ENSG00000170425	ADORA2B
ENSG00000170426.2	ENSG00000170426	SDR9C7
ENSG00000170439.8	ENSG00000170439	METTL7B
ENSG00000170468.8	ENSG00000170468	RIOX1
ENSG00000170473.17	ENSG00000170473	PYM1
ENSG00000170515.14	ENSG00000170515	PA2G4
ENSG00000170537.13	ENSG00000170537	TMC7
ENSG00000170540.15	ENSG00000170540	ARL6IP1
ENSG00000170581.15	ENSG00000170581	STAT2
ENSG00000170605.7	ENSG00000170605	OR9K2
ENSG00000170633.17	ENSG00000170633	RNF34
ENSG00000170689.10	ENSG00000170689	HOXB9
ENSG00000170703.16	ENSG00000170703	TTLL6
ENSG00000170776.22	ENSG00000170776	AKAP13
ENSG00000170779.11	ENSG00000170779	CDCA4
ENSG00000170832.13	ENSG00000170832	USP32
ENSG00000170836.13	ENSG00000170836	PPM1D
ENSG00000170855.4	ENSG00000170855	TRIAP1
ENSG00000170890.14	ENSG00000170890	PLA2G1B
ENSG00000170921.16	ENSG00000170921	TANC2
ENSG00000171016.13	ENSG00000171016	PYGO1
ENSG00000171208.10	ENSG00000171208	NETO2
ENSG00000171241.9	ENSG00000171241	SHCBP1
ENSG00000171262.11	ENSG00000171262	FAM98B
ENSG00000171310.11	ENSG00000171310	CHST11
ENSG00000171345.13	ENSG00000171345	KRT19
ENSG00000171346.16	ENSG00000171346	KRT15
ENSG00000171360.4	ENSG00000171360	KRT38
ENSG00000171396.12	ENSG00000171396	KRTAP4-4
ENSG00000171401.15	ENSG00000171401	KRT13
ENSG00000171403.10	ENSG00000171403	KRT9
ENSG00000171431.4	ENSG00000171431	KRT20
ENSG00000171435.14	ENSG00000171435	KSR2
ENSG00000171446.7	ENSG00000171446	KRT27
ENSG00000171475.14	ENSG00000171475	WIPF2
ENSG00000171490.13	ENSG00000171490	RSL1D1
ENSG00000171532.5	ENSG00000171532	NEUROD2
ENSG00000171595.14	ENSG00000171595	DNAI2
ENSG00000171634.19	ENSG00000171634	BPTF
ENSG00000171723.16	ENSG00000171723	GPHN
ENSG00000171724.3	ENSG00000171724	VAT1L
ENSG00000171759.10	ENSG00000171759	PAH
ENSG00000171763.20	ENSG00000171763	SPATA5L1
ENSG00000171766.17	ENSG00000171766	GATM
ENSG00000171861.11	ENSG00000171861	MRM3
ENSG00000171877.21	ENSG00000171877	FRMD5
ENSG00000171914.17	ENSG00000171914	TLN2
ENSG00000171916.17	ENSG00000171916	LGALS9C
ENSG00000171928.14	ENSG00000171928	TVP23B
ENSG00000171931.13	ENSG00000171931	FBXW10
ENSG00000171953.16	ENSG00000171953	ATPAF2
ENSG00000171956.7	ENSG00000171956	FOXB1
ENSG00000171962.18	ENSG00000171962	DRC3
ENSG00000171989.6	ENSG00000171989	LDHAL6B
ENSG00000172057.10	ENSG00000172057	ORMDL3
ENSG00000172123.13	ENSG00000172123	SLFN12
ENSG00000172137.19	ENSG00000172137	CALB2
ENSG00000172146.4	ENSG00000172146	OR1A1
ENSG00000172150.4	ENSG00000172150	OR1A2
ENSG00000172156.4	ENSG00000172156	CCL11
ENSG00000172171.11	ENSG00000172171	TEFM
ENSG00000172183.16	ENSG00000172183	ISG20
ENSG00000172236.18	ENSG00000172236	TPSAB1
ENSG00000172301.11	ENSG00000172301	COPRS
ENSG00000172345.14	ENSG00000172345	STARD5
ENSG00000172366.20	ENSG00000172366	MCRIP2
ENSG00000172379.22	ENSG00000172379	ARNT2
ENSG00000172382.10	ENSG00000172382	PRSS27
ENSG00000172421.10	ENSG00000172421	EFCAB3
ENSG00000172458.5	ENSG00000172458	IL17D
ENSG00000172530.22	ENSG00000172530	BANP
ENSG00000172575.14	ENSG00000172575	RASGRP1
ENSG00000172590.18	ENSG00000172590	MRPL52
ENSG00000172716.17	ENSG00000172716	SLFN11
ENSG00000172717.17	ENSG00000172717	GARIN2
ENSG00000172766.19	ENSG00000172766	NAA16
ENSG00000172775.17	ENSG00000172775	PSME3IP1
ENSG00000172782.13	ENSG00000172782	FADS6
ENSG00000172794.20	ENSG00000172794	RAB37
ENSG00000172809.13	ENSG00000172809	RPL38
ENSG00000172824.17	ENSG00000172824	CES4A
ENSG00000172828.13	ENSG00000172828	CES3
ENSG00000172831.14	ENSG00000172831	CES2
ENSG00000172840.7	ENSG00000172840	PDP2
ENSG00000172915.20	ENSG00000172915	NBEA
ENSG00000172992.13	ENSG00000172992	DCAKD
ENSG00000173064.14	ENSG00000173064	HECTD4
ENSG00000173065.14	ENSG00000173065	FAM222B
ENSG00000173093.13	ENSG00000173093	CCDC63
ENSG00000173141.5	ENSG00000173141	MRPL57
ENSG00000173401.10	ENSG00000173401	GLIPR1L1
ENSG00000173431.2	ENSG00000173431	RNASE8
ENSG00000173451.7	ENSG00000173451	THAP2
ENSG00000173517.11	ENSG00000173517	PEAK1
ENSG00000173546.7	ENSG00000173546	CSPG4
ENSG00000173548.9	ENSG00000173548	SNX33
ENSG00000173575.24	ENSG00000173575	CHD2
ENSG00000173588.16	ENSG00000173588	CEP83
ENSG00000173598.14	ENSG00000173598	NUDT4
ENSG00000173714.8	ENSG00000173714	WFIKKN2
ENSG00000173757.11	ENSG00000173757	STAT5B
ENSG00000173786.17	ENSG00000173786	CNP
ENSG00000173801.17	ENSG00000173801	JUP
ENSG00000173805.16	ENSG00000173805	HAP1
ENSG00000173812.11	ENSG00000173812	EIF1
ENSG00000173826.15	ENSG00000173826	KCNH6
ENSG00000173838.12	ENSG00000173838	MARCHF10
ENSG00000173867.10	ENSG00000173867	
ENSG00000173868.12	ENSG00000173868	PHOSPHO1
ENSG00000173908.9	ENSG00000173908	KRT28
ENSG00000173917.11	ENSG00000173917	HOXB2
ENSG00000173988.14	ENSG00000173988	LRRC63
ENSG00000173991.6	ENSG00000173991	TCAP
ENSG00000174015.10	ENSG00000174015	CBY2
ENSG00000174032.17	ENSG00000174032	SLC25A30
ENSG00000174099.12	ENSG00000174099	MSRB3
ENSG00000174106.3	ENSG00000174106	LEMD3
ENSG00000174109.5	ENSG00000174109	C16orf91
ENSG00000174177.13	ENSG00000174177	CTU2
ENSG00000174197.19	ENSG00000174197	MGA
ENSG00000174206.13	ENSG00000174206	KICS2
ENSG00000174231.18	ENSG00000174231	PRPF8
ENSG00000174238.16	ENSG00000174238	PITPNA
ENSG00000174282.12	ENSG00000174282	ZBTB4
ENSG00000174292.13	ENSG00000174292	TNK1
ENSG00000174326.15	ENSG00000174326	SLC16A11
ENSG00000174327.7	ENSG00000174327	SLC16A13
ENSG00000174373.17	ENSG00000174373	RALGAPA1
ENSG00000174405.15	ENSG00000174405	LIG4
ENSG00000174437.18	ENSG00000174437	ATP2A2
ENSG00000174442.12	ENSG00000174442	ZWILCH
ENSG00000174444.15	ENSG00000174444	RPL4
ENSG00000174446.13	ENSG00000174446	SNAPC5
ENSG00000174450.13	ENSG00000174450	GOLGA6L2
ENSG00000174456.16	ENSG00000174456	C12orf76
ENSG00000174485.16	ENSG00000174485	DENND4A
ENSG00000174498.14	ENSG00000174498	IGDCC3
ENSG00000174527.11	ENSG00000174527	MYO1H
ENSG00000174600.14	ENSG00000174600	CMKLR1
ENSG00000174628.17	ENSG00000174628	IQCK
ENSG00000174938.15	ENSG00000174938	SEZ6L2
ENSG00000174939.11	ENSG00000174939	ASPHD1
ENSG00000174943.11	ENSG00000174943	KCTD13
ENSG00000174989.13	ENSG00000174989	FBXW8
ENSG00000174990.8	ENSG00000174990	CA5A
ENSG00000174992.8	ENSG00000174992	ZG16
ENSG00000175106.17	ENSG00000175106	TVP23C
ENSG00000175155.11	ENSG00000175155	YPEL2
ENSG00000175175.6	ENSG00000175175	PPM1E
ENSG00000175183.10	ENSG00000175183	CSRP2
ENSG00000175189.4	ENSG00000175189	INHBC
ENSG00000175197.13	ENSG00000175197	DDIT3
ENSG00000175198.17	ENSG00000175198	PCCA
ENSG00000175202.6	ENSG00000175202	HIGD2B
ENSG00000175203.17	ENSG00000175203	DCTN2
ENSG00000175215.11	ENSG00000175215	CTDSP2
ENSG00000175265.19	ENSG00000175265	GOLGA8A
ENSG00000175267.15	ENSG00000175267	VWA3A
ENSG00000175311.7	ENSG00000175311	ANKS4B
ENSG00000175318.12	ENSG00000175318	GRAMD2A
ENSG00000175336.10	ENSG00000175336	APOF
ENSG00000175344.19	ENSG00000175344	CHRNA7
ENSG00000175398.3	ENSG00000175398	OR10P1
ENSG00000175595.16	ENSG00000175595	ERCC4
ENSG00000175643.10	ENSG00000175643	RMI2
ENSG00000175646.4	ENSG00000175646	PRM1
ENSG00000175662.18	ENSG00000175662	TOM1L2
ENSG00000175664.10	ENSG00000175664	TEX26
ENSG00000175699.15	ENSG00000175699	CCDC197
ENSG00000175727.14	ENSG00000175727	MLXIP
ENSG00000175782.11	ENSG00000175782	SLC35E3
ENSG00000175785.13	ENSG00000175785	PRIMA1
ENSG00000175820.4	ENSG00000175820	CCDC168
ENSG00000175826.12	ENSG00000175826	CTDNEP1
ENSG00000175832.13	ENSG00000175832	ETV4
ENSG00000175906.5	ENSG00000175906	ARL4D
ENSG00000175931.13	ENSG00000175931	UBE2O
ENSG00000175938.7	ENSG00000175938	ORAI3
ENSG00000175970.11	ENSG00000175970	UNC119B
ENSG00000175985.10	ENSG00000175985	PLEKHD1
ENSG00000176046.9	ENSG00000176046	NUPR1
ENSG00000176153.13	ENSG00000176153	GPX2
ENSG00000176160.11	ENSG00000176160	HSF5
ENSG00000176170.14	ENSG00000176170	SPHK1
ENSG00000176198.4	ENSG00000176198	OR11H4
ENSG00000176208.9	ENSG00000176208	ATAD5
ENSG00000176219.3	ENSG00000176219	OR11H6
ENSG00000176230.7	ENSG00000176230	OR4K17
ENSG00000176246.1	ENSG00000176246	OR4L1
ENSG00000176253.4	ENSG00000176253	OR4K13
ENSG00000176281.5	ENSG00000176281	OR4K5
ENSG00000176290.8	ENSG00000176290	OR4K3
ENSG00000176294.6	ENSG00000176294	OR4N2
ENSG00000176299.5	ENSG00000176299	OR4M1
ENSG00000176358.16	ENSG00000176358	TAC4
ENSG00000176371.14	ENSG00000176371	ZSCAN2
ENSG00000176383.9	ENSG00000176383	B3GNT4
ENSG00000176387.7	ENSG00000176387	HSD11B2
ENSG00000176390.12	ENSG00000176390	CRLF3
ENSG00000176422.14	ENSG00000176422	SPRYD4
ENSG00000176435.7	ENSG00000176435	CLEC14A
ENSG00000176438.13	ENSG00000176438	SYNE3
ENSG00000176454.15	ENSG00000176454	LPCAT4
ENSG00000176463.14	ENSG00000176463	SLCO3A1
ENSG00000176473.14	ENSG00000176473	WDR25
ENSG00000176476.9	ENSG00000176476	SGF29
ENSG00000176563.10	ENSG00000176563	CNTD1
ENSG00000176658.17	ENSG00000176658	MYO1D
ENSG00000176678.6	ENSG00000176678	FOXL1
ENSG00000176681.15	ENSG00000176681	LRRC37A
ENSG00000176692.8	ENSG00000176692	FOXC2
ENSG00000176715.17	ENSG00000176715	ACSF3
ENSG00000176723.10	ENSG00000176723	ZNF843
ENSG00000176749.9	ENSG00000176749	CDK5R1
ENSG00000176809.11	ENSG00000176809	LRRC37A3
ENSG00000176834.14	ENSG00000176834	VSIG10
ENSG00000176842.16	ENSG00000176842	IRX5
ENSG00000176871.9	ENSG00000176871	WSB2
ENSG00000176894.10	ENSG00000176894	PXMP2
ENSG00000176903.5	ENSG00000176903	PNMA1
ENSG00000176915.15	ENSG00000176915	ANKLE2
ENSG00000176927.16	ENSG00000176927	EFCAB5
ENSG00000176953.13	ENSG00000176953	NFATC2IP
ENSG00000176974.21	ENSG00000176974	SHMT1
ENSG00000176994.11	ENSG00000176994	SMCR8
ENSG00000177082.13	ENSG00000177082	WDR73
ENSG00000177084.19	ENSG00000177084	POLE
ENSG00000177108.5	ENSG00000177108	ZDHHC22
ENSG00000177169.10	ENSG00000177169	ULK1
ENSG00000177192.14	ENSG00000177192	PUS1
ENSG00000177200.18	ENSG00000177200	CHD9
ENSG00000177238.14	ENSG00000177238	TRIM72
ENSG00000177294.7	ENSG00000177294	FBXO39
ENSG00000177302.15	ENSG00000177302	TOP3A
ENSG00000177303.10	ENSG00000177303	CASKIN2
ENSG00000177370.5	ENSG00000177370	TIMM22
ENSG00000177374.13	ENSG00000177374	HIC1
ENSG00000177425.11	ENSG00000177425	PAWR
ENSG00000177427.13	ENSG00000177427	MIEF2
ENSG00000177455.15	ENSG00000177455	CD19
ENSG00000177465.5	ENSG00000177465	ACOT4
ENSG00000177469.13	ENSG00000177469	CAVIN1
ENSG00000177508.12	ENSG00000177508	IRX3
ENSG00000177548.13	ENSG00000177548	RABEP2
ENSG00000177602.5	ENSG00000177602	HASPIN
ENSG00000177693.5	ENSG00000177693	OR4F4
ENSG00000177728.17	ENSG00000177728	TMEM94
ENSG00000177731.16	ENSG00000177731	FLII
ENSG00000177885.15	ENSG00000177885	GRB2
ENSG00000177889.10	ENSG00000177889	UBE2N
ENSG00000177971.9	ENSG00000177971	IMP3
ENSG00000177990.12	ENSG00000177990	DPY19L2
ENSG00000178115.12	ENSG00000178115	GOLGA8Q
ENSG00000178226.11	ENSG00000178226	PRSS36
ENSG00000178235.8	ENSG00000178235	SLITRK1
ENSG00000178257.4	ENSG00000178257	PRM3
ENSG00000178279.4	ENSG00000178279	TNP2
ENSG00000178307.10	ENSG00000178307	TMEM11
ENSG00000178498.16	ENSG00000178498	DTX3
ENSG00000178502.6	ENSG00000178502	KLHL11
ENSG00000178573.7	ENSG00000178573	MAF
ENSG00000178607.17	ENSG00000178607	ERN1
ENSG00000178691.11	ENSG00000178691	SUZ12
ENSG00000178695.6	ENSG00000178695	KCTD12
ENSG00000178718.7	ENSG00000178718	RPP25
ENSG00000178741.12	ENSG00000178741	COX5A
ENSG00000178761.15	ENSG00000178761	FAM219B
ENSG00000178773.15	ENSG00000178773	CPNE7
ENSG00000178789.9	ENSG00000178789	CD300LB
ENSG00000178802.18	ENSG00000178802	MPI
ENSG00000178852.16	ENSG00000178852	EFCAB13
ENSG00000178882.15	ENSG00000178882	RFLNA
ENSG00000178921.14	ENSG00000178921	PFAS
ENSG00000178952.11	ENSG00000178952	TUFM
ENSG00000178971.17	ENSG00000178971	CTC1
ENSG00000178974.11	ENSG00000178974	FBXO34
ENSG00000178997.12	ENSG00000178997	EXD1
ENSG00000178999.13	ENSG00000178999	AURKB
ENSG00000179008.9	ENSG00000179008	C14orf39
ENSG00000179029.15	ENSG00000179029	TMEM107
ENSG00000179044.16	ENSG00000179044	EXOC3L1
ENSG00000179088.16	ENSG00000179088	C12orf42
ENSG00000179094.16	ENSG00000179094	PER1
ENSG00000179104.9	ENSG00000179104	TMTC2
ENSG00000179111.9	ENSG00000179111	HES7
ENSG00000179148.10	ENSG00000179148	ALOXE3
ENSG00000179151.13	ENSG00000179151	EDC3
ENSG00000179195.16	ENSG00000179195	ZNF664
ENSG00000179295.19	ENSG00000179295	PTPN11
ENSG00000179314.16	ENSG00000179314	WSCD1
ENSG00000179335.20	ENSG00000179335	CLK3
ENSG00000179361.18	ENSG00000179361	ARID3B
ENSG00000179364.15	ENSG00000179364	PACS2
ENSG00000179399.15	ENSG00000179399	GPC5
ENSG00000179409.11	ENSG00000179409	GEMIN4
ENSG00000179454.14	ENSG00000179454	KLHL28
ENSG00000179455.10	ENSG00000179455	MKRN3
ENSG00000179476.8	ENSG00000179476	C14orf28
ENSG00000179477.11	ENSG00000179477	ALOX12B
ENSG00000179520.11	ENSG00000179520	SLC17A8
ENSG00000179580.10	ENSG00000179580	RNF151
ENSG00000179583.21	ENSG00000179583	CIITA
ENSG00000179588.9	ENSG00000179588	ZFPM1
ENSG00000179593.16	ENSG00000179593	ALOX15B
ENSG00000179598.6	ENSG00000179598	PLD6
ENSG00000179600.4	ENSG00000179600	GPHB5
ENSG00000179604.10	ENSG00000179604	CDC42EP4
ENSG00000179615.3	ENSG00000179615	OR2AP1
ENSG00000179626.4	ENSG00000179626	OR6C4
ENSG00000179627.10	ENSG00000179627	ZBTB42
ENSG00000179630.11	ENSG00000179630	LACC1
ENSG00000179636.15	ENSG00000179636	TPPP2
ENSG00000179673.5	ENSG00000179673	RPRML
ENSG00000179695.3	ENSG00000179695	OR6C2
ENSG00000179761.12	ENSG00000179761	PIPOX
ENSG00000179776.19	ENSG00000179776	CDH5
ENSG00000179813.7	ENSG00000179813	FAM216B
ENSG00000179841.8	ENSG00000179841	AKAP5
ENSG00000179859.10	ENSG00000179859	RNF227
ENSG00000179889.20	ENSG00000179889	PDXDC1
ENSG00000179912.21	ENSG00000179912	R3HDM2
ENSG00000179918.19	ENSG00000179918	SEPHS2
ENSG00000179919.3	ENSG00000179919	OR10A7
ENSG00000179933.6	ENSG00000179933	C14orf119
ENSG00000179938.13	ENSG00000179938	GOLGA8J
ENSG00000179941.9	ENSG00000179941	BBS10
ENSG00000179958.10	ENSG00000179958	DCTPP1
ENSG00000179965.12	ENSG00000179965	ZNF771
ENSG00000180008.9	ENSG00000180008	SOCS4
ENSG00000180016.2	ENSG00000180016	OR1E1
ENSG00000180035.13	ENSG00000180035	ZNF48
ENSG00000180042.5	ENSG00000180042	OR1R1P
ENSG00000180090.5	ENSG00000180090	OR3A1
ENSG00000180096.13	ENSG00000180096	SEPTIN1
ENSG00000180138.7	ENSG00000180138	CSNK1A1L
ENSG00000180185.13	ENSG00000180185	FAHD1
ENSG00000180209.12	ENSG00000180209	MYL11
ENSG00000180219.2	ENSG00000180219	GARIN6
ENSG00000180263.14	ENSG00000180263	FGD6
ENSG00000180269.8	ENSG00000180269	GPR139
ENSG00000180304.14	ENSG00000180304	OAZ2
ENSG00000180318.4	ENSG00000180318	ALX1
ENSG00000180329.14	ENSG00000180329	CCDC43
ENSG00000180332.7	ENSG00000180332	KCTD4
ENSG00000180336.18	ENSG00000180336	MEIOC
ENSG00000180340.7	ENSG00000180340	FZD2
ENSG00000180357.10	ENSG00000180357	ZNF609
ENSG00000180386.8	ENSG00000180386	KRTAP9-7
ENSG00000180440.4	ENSG00000180440	SERTM1
ENSG00000180481.11	ENSG00000180481	GLIPR1L2
ENSG00000180616.9	ENSG00000180616	SSTR2
ENSG00000180626.10	ENSG00000180626	ZNF594
ENSG00000180638.19	ENSG00000180638	SLC47A2
ENSG00000180730.5	ENSG00000180730	SHISA2
ENSG00000180776.17	ENSG00000180776	ZDHHC20
ENSG00000180787.6	ENSG00000180787	ZFP3
ENSG00000180881.21	ENSG00000180881	CAPS2
ENSG00000180891.13	ENSG00000180891	CUEDC1
ENSG00000180901.11	ENSG00000180901	KCTD2
ENSG00000180917.18	ENSG00000180917	CMTR2
ENSG00000180979.10	ENSG00000180979	LRRC57
ENSG00000180998.12	ENSG00000180998	GPR137C
ENSG00000181019.13	ENSG00000181019	NQO1
ENSG00000181026.15	ENSG00000181026	AEN
ENSG00000181031.16	ENSG00000181031	RPH3AL
ENSG00000181222.19	ENSG00000181222	POLR2A
ENSG00000181234.10	ENSG00000181234	TMEM132C
ENSG00000181284.3	ENSG00000181284	TMEM102
ENSG00000181291.8	ENSG00000181291	TMEM132E
ENSG00000181323.8	ENSG00000181323	SPEM1
ENSG00000181350.12	ENSG00000181350	LRRC75A
ENSG00000181374.8	ENSG00000181374	CCL13
ENSG00000181481.14	ENSG00000181481	RNF135
ENSG00000181513.15	ENSG00000181513	ACBD4
ENSG00000181552.4	ENSG00000181552	EDDM3B
ENSG00000181562.5	ENSG00000181562	EDDM3A
ENSG00000181610.13	ENSG00000181610	MRPS23
ENSG00000181619.12	ENSG00000181619	GPR135
ENSG00000181625.18	ENSG00000181625	SLX1B
ENSG00000181803.3	ENSG00000181803	OR6S1
ENSG00000181827.16	ENSG00000181827	RFX7
ENSG00000181852.18	ENSG00000181852	RNF41
ENSG00000181856.15	ENSG00000181856	SLC2A4
ENSG00000181885.18	ENSG00000181885	CLDN7
ENSG00000181938.14	ENSG00000181938	GINS3
ENSG00000181991.16	ENSG00000181991	MRPS11
ENSG00000182040.9	ENSG00000182040	USH1G
ENSG00000182050.14	ENSG00000182050	MGAT4C
ENSG00000182054.10	ENSG00000182054	IDH2
ENSG00000182107.7	ENSG00000182107	TMEM30B
ENSG00000182108.11	ENSG00000182108	DEXI
ENSG00000182117.7	ENSG00000182117	NOP10
ENSG00000182149.21	ENSG00000182149	IST1
ENSG00000182173.14	ENSG00000182173	TSEN54
ENSG00000182175.15	ENSG00000182175	RGMA
ENSG00000182185.19	ENSG00000182185	RAD51B
ENSG00000182196.14	ENSG00000182196	ARL6IP4
ENSG00000182199.11	ENSG00000182199	SHMT2
ENSG00000182218.10	ENSG00000182218	HHIPL1
ENSG00000182224.12	ENSG00000182224	CYB5D1
ENSG00000182253.15	ENSG00000182253	SYNM
ENSG00000182256.13	ENSG00000182256	GABRG3
ENSG00000182271.13	ENSG00000182271	TMIGD1
ENSG00000182327.8	ENSG00000182327	GLTPD2
ENSG00000182346.22	ENSG00000182346	DAOA
ENSG00000182379.10	ENSG00000182379	NXPH4
ENSG00000182400.15	ENSG00000182400	TRAPPC6B
ENSG00000182405.6	ENSG00000182405	PGBD4
ENSG00000182473.22	ENSG00000182473	EXOC7
ENSG00000182481.10	ENSG00000182481	KPNA2
ENSG00000182511.12	ENSG00000182511	FES
ENSG00000182512.5	ENSG00000182512	GLRX5
ENSG00000182521.6	ENSG00000182521	TBPL2
ENSG00000182545.7	ENSG00000182545	RNASE10
ENSG00000182557.8	ENSG00000182557	SPNS3
ENSG00000182575.8	ENSG00000182575	NXPH3
ENSG00000182601.7	ENSG00000182601	HS3ST4
ENSG00000182628.13	ENSG00000182628	SKA2
ENSG00000182636.8	ENSG00000182636	NDN
ENSG00000182652.4	ENSG00000182652	OR4Q3
ENSG00000182685.8	ENSG00000182685	BRICD5
ENSG00000182687.4	ENSG00000182687	GALR2
ENSG00000182718.18	ENSG00000182718	ANXA2
ENSG00000182732.18	ENSG00000182732	RGS6
ENSG00000182742.6	ENSG00000182742	HOXB4
ENSG00000182768.9	ENSG00000182768	NGRN
ENSG00000182774.13	ENSG00000182774	RPS17
ENSG00000182782.8	ENSG00000182782	HCAR2
ENSG00000182809.11	ENSG00000182809	CRIP2
ENSG00000182810.7	ENSG00000182810	DDX28
ENSG00000182831.12	ENSG00000182831	HAPSTR1
ENSG00000182853.12	ENSG00000182853	VMO1
ENSG00000182854.8	ENSG00000182854	OR4F15
ENSG00000182870.13	ENSG00000182870	GALNT9
ENSG00000182885.17	ENSG00000182885	ADGRG3
ENSG00000182896.13	ENSG00000182896	TMEM95
ENSG00000182938.7	ENSG00000182938	OTOP3
ENSG00000182950.3	ENSG00000182950	ODF3L1
ENSG00000182957.16	ENSG00000182957	SPATA13
ENSG00000182963.11	ENSG00000182963	GJC1
ENSG00000182968.5	ENSG00000182968	SOX1
