Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	X1KO	X1WT	X2WT	X3KO	X3WT	X4KO	X4WT	X5KO	external_gene_name	gene_biotype	description
ENSRNOG00000010886	8.957788675533545	4.849872035007571	1.1143112537489617	4.352349506200157	1.3468632232734021e-5	7.728929833146589e-5	17.069782657752246	2.145653358856851	0	15.640834972606774	0	23.575838614396798	0	13.230199800655686	Nfe2l3	protein_coding	nuclear factor, erythroid 2-like 3 [Source:RGD Symbol;Acc:1307730]
ENSRNOG00000006802	22.052398563513755	4.829264267122576	0.7868976450492179	6.137093302421207	8.404502971455827e-10	1.0516196506517622e-8	51.20934797325674	2.145653358856851	0	24.5784549569535	1.4151803165742773	66.01234812031103	2.2968998676887424	28.761303914468883	Lrrn1	protein_coding	leucine rich repeat neuronal 1 [Source:RGD Symbol;Acc:1564145]
ENSRNOG00000008146	12.185776358086605	4.7110958009569455	0.9521542891940115	4.947828156027988	7.504611653027465e-7	5.607575765647775e-6	17.968192271318156	1.0728266794284256	0	21.22684746282348	0	35.363757921595194	2.2968998676887424	19.55768666183884	Tox2	protein_coding	TOX high mobility group box family member 2 [Source:RGD Symbol;Acc:735184]
ENSRNOG00000016385	4.9336526690300495	4.690089140591406	1.5317150575264376	3.0619853983582415	0.0021987417798490457	0.007221144377733703	2.695228840697723	0	0	6.703214988260046	1.4151803165742773	27.505145050129595	0	1.1504521565787553	Gabrd	protein_coding	gamma-aminobutyric acid type A receptor subunit delta [Source:RGD Symbol;Acc:61901]
ENSRNOG00000064383	7.677490277976031	4.6150731849489866	1.3279599778957938	3.475310447429113	5.102624629726876e-4	0.0020009527320604906	7.187276908527261	0	0	5.586012490216705	0	37.72134178303487	2.2968998676887424	8.628391174340665	Trpc5os	protein_coding	TRPC5 opposite strand [Source:NCBI gene (formerly Entrezgene);Acc:100909489]
ENSRNOG00000060179	55.9371867977461	4.599192757462491	0.7254476351644069	6.339799779511562	2.3006394856516873e-10	3.1514103788477403e-9	43.12366145116357	3.2184800382852763	2.4988268847782256	42.45369492564696	1.4151803165742773	250.6897505997526	10.336049404599342	93.76185076116856	Gpc3	protein_coding	glypican 3 [Source:RGD Symbol;Acc:2725]
ENSRNOG00000053099	2.663799165566573	4.59818039209727	1.4792263121624798	3.1085036510574193	0.0018803732260578565	0.006281496122949102	4.492048067829539	0	0	1.117202498043341	0	7.072751584319039	0	8.628391174340665	Wfdc15a	protein_coding	WAP four-disulfide core domain 15A [Source:RGD Symbol;Acc:1303026]
ENSRNOG00000045683	4.460255922586069	4.557971134660394	1.2806890144381233	3.5589991662887126	3.7227071335631554e-4	0.001515328117865445	3.5936384542636306	1.0728266794284256	0	7.820417486303387	0	15.717225742931198	0	7.477939017761909	Mfap4	protein_coding	microfibril-associated glycoprotein 4-like [Source:RGD Symbol;Acc:7719175]
ENSRNOG00000022697	78.83559460374438	4.556173813190647	0.6961032785540944	6.54525550095737	5.939375433907441e-11	9.035648760378794e-10	56.59980565465219	9.655440114855828	2.4988268847782256	59.21173239629707	2.8303606331485547	384.28616941466777	10.336049404599342	105.2663723269561	Clec14a	protein_coding	C-type lectin domain containing 14A [Source:RGD Symbol;Acc:1306232]
ENSRNOG00000011184	638.3910813967636	4.5447930248418595	0.7781350238071633	5.840622624343081	5.200608910621493e-9	5.757768386190039e-8	409.6747837860539	66.51525412456238	24.988268847782255	591.0001214649274	22.642885065188437	2943.836381651013	95.32134450908282	953.1496117254987	Slc13a4	protein_coding	solute carrier family 13 member 4 [Source:RGD Symbol;Acc:1359715]
ENSRNOG00000004210	2.473630816270046	4.4859922949768	1.505770745290712	2.9792000601729782	0.002890020178774868	0.009210899093355223	1.7968192271318153	0	0	2.234404996086682	0	9.430335445758718	0	6.327486861183154	Osr1	protein_coding	odd-skipped related transcription factor 1 [Source:RGD Symbol;Acc:1311807]
ENSRNOG00000010761	2.318684492113628	4.376997984456154	1.6778782667291718	2.608650502988278	0.009090002913346992	0.024525610731274492	0.8984096135659076	0	0	3.351607494130023	0	12.573780594344958	0	1.725678234868133	Sftpb	protein_coding	surfactant protein B [Source:RGD Symbol;Acc:621700]
ENSRNOG00000016782	29.5017052109661	4.375283222267548	0.5808200766264552	7.532940747641268	4.961012728274577e-14	1.1656312822808475e-12	47.61570951899311	3.2184800382852763	4.997653769556451	48.03970741586366	2.8303606331485547	51.08098366452639	0	78.23074664735536	Tnfrsf8	protein_coding	TNF receptor superfamily member 8 [Source:RGD Symbol;Acc:3879]
ENSRNOG00000017002	87.85560143826395	4.301066735794525	0.5331731703071807	8.066922672265228	7.209217708450716e-16	2.1612941167920466e-14	76.36481715310215	7.509786755998978	9.995307539112902	108.36864231020408	8.491081899445664	363.8537759488572	8.0391495369106	120.22225036247993	Adrb1	protein_coding	adrenoceptor beta 1 [Source:RGD Symbol;Acc:2059]
ENSRNOG00000017933	9.11283787435341	4.2953852728609485	1.1689477635037406	3.674574182841322	2.382464177126712e-4	0.0010211336834165844	8.984096135659078	2.145653358856851	1.2494134423891128	5.586012490216705	0	44.00823208020736	0	10.929295487498175	Ccdc3	protein_coding	coiled-coil domain containing 3 [Source:RGD Symbol;Acc:1559473]
ENSRNOG00000006096	2.1717174979155653	4.29068352130098	1.8156076958084741	2.363221708746049	0.01811682760921399	0.04418719329081215	4.492048067829539	0	0	0	0	9.430335445758718	0	3.451356469736266	Slc26a7	protein_coding	solute carrier family 26 member 7 [Source:RGD Symbol;Acc:1310846]
ENSRNOG00000021855	17.998110435190785	4.247205881018962	0.8387168011895993	5.063933231091723	4.106935403596155e-7	3.2420450873838616e-6	19.76501149844997	2.145653358856851	2.4988268847782256	12.28922747847675	1.4151803165742773	73.08509970463007	1.1484499338443712	31.63743430591577	Kcp	protein_coding	kielin cysteine rich BMP regulator [Source:RGD Symbol;Acc:1561119]
ENSRNOG00000029876	2.086765406779506	4.236369793970281	1.5861781688741023	2.6708032408347497	0.007566998810994503	0.020957910754026525	2.695228840697723	0	0	1.117202498043341	0	9.430335445758718	0	3.451356469736266	Gucy1a2	protein_coding	guanylate cyclase 1, soluble, alpha 2 [Source:MGI Symbol;Acc:MGI:2660877]
ENSRNOG00000011200	22.979909940272208	4.227220480889943	0.9315008787862017	4.538074603212667	5.677017809094761e-6	3.544064917984335e-5	8.08568652209317	5.364133397142127	0	20.109644964780138	1.4151803165742773	106.87713505193214	2.2968998676887424	39.690599401967056	Bhmt	protein_coding	betaine-homocysteine S-methyltransferase [Source:RGD Symbol;Acc:621496]
ENSRNOG00000018346	22.585178629680605	4.223499562104631	0.8786717440397683	4.806686445482736	1.5345237453215434e-6	1.0789500498588757e-5	20.66342111201588	6.436960076570553	0	20.109644964780138	0	96.66093831902687	2.2968998676887424	34.51356469736266	Agtr1a	protein_coding	angiotensin II receptor, type 1a [Source:RGD Symbol;Acc:2070]
ENSRNOG00000052368	5.672447981219523	4.156576627887583	1.3534157540139238	3.071174999670368	0.002132181434102243	0.0070313163908588125	3.5936384542636306	1.0728266794284256	0	4.468809992173364	1.4151803165742773	29.076867624422714	0	5.752260782893776	Clcnka	protein_coding	chloride voltage-gated channel Ka [Source:RGD Symbol;Acc:68435]
ENSRNOG00000014366	28.500103337576743	4.155923168255209	0.5394878118018084	7.703460722078316	1.3242982441664501e-14	3.3638368463309063e-13	45.818890291861294	3.2184800382852763	2.4988268847782256	70.38375737673049	2.8303606331485547	44.00823208020736	3.445349801533114	55.79692959406963	Shc3	protein_coding	SHC adaptor protein 3 [Source:RGD Symbol;Acc:69348]
ENSRNOG00000026787	42.407304863324995	4.145021264861061	0.5309679187477536	7.806538057208371	5.8780226287965796e-15	1.558597316792347e-13	57.49821526821809	4.291306717713702	3.748240327167338	55.86012490216705	5.660721266297109	141.45503168638078	4.593799735377485	66.15099900327843	Disp2	protein_coding	dispatched RND transporter family member 2 [Source:RGD Symbol;Acc:1309569]
ENSRNOG00000015008	1.8988836011116517	4.072679415231929	1.4438891559914964	2.8206316242019858	0.004792920635739929	0.01418754827555772	4.492048067829539	0	0	4.468809992173364	0	3.9293064357327996	0	2.3009043131575107	Gcm2	protein_coding	glial cells missing transcription factor 2 [Source:RGD Symbol;Acc:1311127]
ENSRNOG00000017676	333.0855256543817	4.05604867065234	0.7111534666793495	5.703478729551302	1.1738669244708625e-8	1.2344687469838838e-7	235.3833187542678	60.078294047991825	24.988268847782255	241.31573957736165	32.549147281208384	1563.0781001345076	33.30504808148677	473.9862885104472	Plvap	protein_coding	plasmalemma vesicle associated protein [Source:RGD Symbol;Acc:619971]
ENSRNOG00000016181	15.814587829805877	4.044215071057688	0.7049432890933313	5.736936763039746	9.640423076290323e-9	1.0263501395947351e-7	28.749107634109045	0	2.4988268847782256	20.109644964780138	1.4151803165742773	36.935480495888314	3.445349801533114	33.3631125407839	Tbx20	protein_coding	T-box transcription factor 20 [Source:RGD Symbol;Acc:1309396]
ENSRNOG00000030910	3.1565592357666223	4.023985573573837	1.3304363924274387	3.024560660304775	0.0024899453398027306	0.008067880734235356	11.6793249763568	0	0	4.468809992173364	0	3.9293064357327996	1.1484499338443712	4.026582548025644	Grik4	protein_coding	glutamate ionotropic receptor kainate type subunit 4 [Source:RGD Symbol;Acc:2734]
ENSRNOG00000022910	14.885586968128761	4.020332738323071	0.9819270276965943	4.094329440909649	4.23391949819341e-5	2.1817001568972866e-4	12.577734589922708	4.291306717713702	0	10.054822482390069	0	69.15579326889727	2.2968998676887424	20.708138818417595	Emcn	protein_coding	endomucin [Source:RGD Symbol;Acc:1303218]
ENSRNOG00000000861	9.76598287317557	3.97323057588177	1.1541516807067693	3.4425549451599617	5.762467913391418e-4	0.002221090674204662	7.187276908527261	1.0728266794284256	0	4.468809992173364	0	48.723399803086714	3.445349801533114	13.230199800655686	Zic3	protein_coding	zinc finger protein of the cerebellum 3 [Source:MGI Symbol;Acc:MGI:106676]
ENSRNOG00000004346	254.36888400549805	3.966339534931363	0.6723342767958224	5.899356424060288	3.6492216396266345e-9	4.112850264994255e-8	181.47874194031334	26.820666985710638	23.738855405393142	193.276032161498	33.964327597782656	1172.5050404226674	37.898847816864254	365.2685597137548	Notch3	protein_coding	notch receptor 3 [Source:RGD Symbol;Acc:620761]
ENSRNOG00000067761	1.7469724285515047	3.959315161274541	1.4856686368456717	2.665005549071052	0.00769870524100748	0.0212704550975214	5.390457681395446	0	0	3.351607494130023	0	2.3575838614396796	0	2.876130391446888		protein_coding	
ENSRNOG00000068986	7.566955640891565	3.9569134773478516	1.0604951647168495	3.7311942656564034	1.9057419203216016e-4	8.371705028844595e-4	5.390457681395446	0	1.2494134423891128	11.17202498043341	1.4151803165742773	27.505145050129595	1.1484499338443712	12.654973722366307	Erfl	protein_coding	ETS repressor factor like [Source:RGD Symbol;Acc:1563034]
ENSRNOG00000027557	9.792135056355782	3.949476192369247	1.1412933981165538	3.460526626095413	5.391199154873816e-4	0.002093730856359053	3.5936384542636306	0	1.2494134423891128	8.937619984346728	0	45.579954654500476	3.445349801533114	15.531104113813196	Klf14	protein_coding	Kruppel-like factor 14 [Source:RGD Symbol;Acc:1306012]
ENSRNOG00000010253	4.903566778898414	3.9431099138816794	1.3879812631676118	2.840895636359546	0.004498703202866426	0.0134555449227177	0.8984096135659076	1.0728266794284256	1.2494134423891128	5.586012490216705	0	21.218254752957115	0	9.203617252630043	Cd163	protein_coding	CD163 molecule [Source:RGD Symbol;Acc:1310382]
ENSRNOG00000010835	49.174084636558284	3.9381211424618083	0.4336518663061499	9.08129642334243	1.0728919590084969e-19	4.918729883617003e-18	127.57416512635889	8.582613435427405	1.2494134423891128	90.49340234151062	7.075901582871387	73.87096099177663	6.890699603066228	77.65552056906598	Dmbx1	protein_coding	diencephalon/mesencephalon homeobox 1 [Source:RGD Symbol;Acc:1308265]
ENSRNOG00000056562	4.956701709808931	3.9370857346703603	1.2812819137511138	3.0727708651908205	0.0021208126403930356	0.007000543890249557	3.5936384542636306	0	0	5.586012490216705	1.4151803165742773	20.432393465810556	1.1484499338443712	7.477939017761909	Olfml1	protein_coding	olfactomedin-like 1 [Source:RGD Symbol;Acc:1311854]
ENSRNOG00000010841	47.56717954641021	3.931479140004803	0.6298717941748462	6.241713276199605	4.3280378108237827e-10	5.653854490015902e-9	38.631613383334034	4.291306717713702	4.997653769556451	49.156909913907	9.906262216019941	205.10979594525213	4.593799735377485	63.85009469012092	Col8a2	protein_coding	collagen type VIII alpha 2 chain [Source:RGD Symbol;Acc:1305182]
ENSRNOG00000019427	3.0220357702408047	3.9310538138825386	1.3251959654085708	2.9663943420402403	0.0030131387245610876	0.009556293176490423	6.288867294961354	0	0	8.937619984346728	1.4151803165742773	2.3575838614396796	0	5.177034704604399	Tescl	protein_coding	tescalcin-like [Source:RGD Symbol;Acc:1311676]
ENSRNOG00000011946	14.192758612067298	3.869983483404248	0.885962563608736	4.368111749147601	1.2532536750261794e-5	7.235935979664804e-5	13.476144203488616	2.145653358856851	1.2494134423891128	10.054822482390069	2.8303606331485547	63.65476425887135	1.1484499338443712	18.98246058354946	Ptn	protein_coding	pleiotrophin [Source:RGD Symbol;Acc:3444]
ENSRNOG00000007932	61.3352411035925	3.8552163059025455	0.6466329542350834	5.961985513811259	2.49191244297448e-9	2.891336268710513e-8	37.733203769768124	4.291306717713702	2.4988268847782256	72.61816237281717	11.321442532594219	256.97664089692506	13.781399206132456	91.46094644801104	Gcm1	protein_coding	glial cells missing transcription factor 1 [Source:RGD Symbol;Acc:61852]
ENSRNOG00000067844	20.287682463902566	3.852286432726429	0.9497753354439391	4.055997549068604	4.992078273493011e-5	2.533023039972444e-4	11.6793249763568	2.145653358856851	1.2494134423891128	12.28922747847675	0	102.16196732905279	6.890699603066228	25.885173523021994		protein_coding	trophinin [Source:NCBI gene (formerly Entrezgene);Acc:100912141]
ENSRNOG00000004642	2.7864730244443616	3.843148385443222	1.3690073948166366	2.8072517358154734	0.004996617790193315	0.01471583968605507	5.390457681395446	0	0	6.703214988260046	0	1.5717225742931198	1.1484499338443712	7.477939017761909	Lmx1a	protein_coding	LIM homeobox transcription factor 1 alpha [Source:RGD Symbol;Acc:1304784]
ENSRNOG00000011984	1720.83087797182	3.8416550617806706	0.18478147529715094	20.790260796450646	5.302193543029985e-96	1.4949534694573044e-92	3699.650788664408	240.3131761919673	223.64500618765118	4033.1010179364607	249.07173571707284	2462.889273917319	184.90043934894376	2673.0755858107377	Cxcl14	protein_coding	C-X-C motif chemokine ligand 14 [Source:RGD Symbol;Acc:1307406]
ENSRNOG00000028179	6.919397496260176	3.8385515336962155	1.4688370404231217	2.6133270254339855	0.008966545924073739	0.02423890338727316	0	0	1.2494134423891128	34.63327743934357	0	12.573780594344958	2.2968998676887424	4.601808626315021	AABR07038552.1	protein_coding	MAGE family member B2 [Source:RGD Symbol;Acc:1560904]
ENSRNOG00000006324	2.761573786972044	3.829307401301289	1.3412236607692676	2.8550848850257866	0.004302532765775624	0.012972009766285195	3.5936384542636306	0	0	4.468809992173364	0	9.430335445758718	1.1484499338443712	3.451356469736266		protein_coding	
ENSRNOG00000021823	146.80893794147747	3.8260655948809514	0.8233196720147669	4.647120340897585	3.366008196103763e-6	2.2028147254733987e-5	97.02823826511803	24.675013626853787	12.494134423891127	134.06429976520093	4.245540949722832	656.980036054524	35.60194794917551	209.38229249733345	Synb	protein_coding	syncytin b [Source:RGD Symbol;Acc:1566115]
ENSRNOG00000051690	4.55372834061091	3.801446036976259	1.3867934480311337	2.741176807817537	0.006121955476478328	0.01753557751364441	5.390457681395446	0	0	2.234404996086682	1.4151803165742773	22.789977327250238	1.1484499338443712	3.451356469736266	Clec9a	protein_coding	C-type lectin domain containing 9A [Source:RGD Symbol;Acc:1562513]
ENSRNOG00000017083	4.583290947998081	3.795995013965908	1.2114473849192846	3.133437787905931	0.001727715392739716	0.005845727314351703	8.984096135659078	0	0	5.586012490216705	2.8303606331485547	11.787919307198399	0	7.477939017761909	Fam50b	protein_coding	family with sequence similarity 50, member B [Source:RGD Symbol;Acc:1563458]
ENSRNOG00000062959	122.16752714820355	3.757501726694379	0.39628489693030566	9.481819155361876	2.4988805368937377e-21	1.3814889556415476e-19	159.01850160116567	8.582613435427405	12.494134423891127	174.2835896947612	22.642885065188437	383.50030812752124	24.117448610731795	192.7007362269415	Ccnd2	protein_coding	cyclin D2 [Source:RGD Symbol;Acc:621083]
ENSRNOG00000060434	25.9213960532214	3.7364180139336547	0.5582114772648133	6.693552830984005	2.1781634212605436e-11	3.529501015082818e-10	29.647517247674955	1.0728266794284256	2.4988268847782256	53.62571990608037	2.8303606331485547	55.01029010025919	8.0391495369106	54.64647743749087	AABR07053500.2	protein_coding	proline, histidine and glycine rich 1 [Source:RGD Symbol;Acc:1566202]
ENSRNOG00000003929	17.15417571713027	3.7055027834984586	0.847732716971837	4.371074407432078	1.236366476876606e-5	7.153081973092183e-5	9.882505749224984	2.145653358856851	1.2494134423891128	16.758037470650116	4.245540949722832	79.37199000180254	2.2968998676887424	21.283364896706974	Pcdh19	protein_coding	protocadherin 19 [Source:MGI Symbol;Acc:MGI:2685563]
ENSRNOG00000067884	6.233454640054059	3.6903385689494983	1.0446730278078091	3.5325297683749697	4.116038826480696e-4	0.0016555166150160232	16.17137304418634	2.145653358856851	0	15.640834972606774	0	7.858612871465599	1.1484499338443712	6.902712939472532	Klk1c9	protein_coding	kallikrein 1-related peptidase C9 [Source:RGD Symbol;Acc:727805]
ENSRNOG00000008881	15.02291880357684	3.6791573664434125	0.7104080335464877	5.178935474696678	2.2315563291843182e-7	1.8569226965475214e-6	37.733203769768124	0	2.4988268847782256	33.51607494130023	4.245540949722832	24.361699901543357	2.2968998676887424	15.531104113813196	Mmp1b	protein_coding	matrix metallopeptidase 1b (interstitial collagenase) [Source:RGD Symbol;Acc:1306843]
ENSRNOG00000026056	2.545014053377804	3.6771748456349442	1.5052833307513562	2.442845656039715	0.0145719677798807	0.03670547631510449	7.187276908527261	0	0	8.937619984346728	0	0.7858612871465599	1.1484499338443712	2.3009043131575107	Ccnb1ip1	protein_coding	cyclin B1 interacting protein 1 [Source:RGD Symbol;Acc:1561930]
ENSRNOG00000068418	34.74039941927642	3.661329485278673	0.47231741036141034	7.751841039433795	9.056972441865515e-15	2.342764568792644e-13	74.56799792597035	7.509786755998978	3.748240327167338	81.55578235716389	1.4151803165742773	57.36787396169887	6.890699603066228	44.86763410657146	Gbp6	protein_coding	guanylate binding protein family member 6 [Source:RGD Symbol;Acc:1561523]
ENSRNOG00000009815	2.4457028835069097	3.658806201505619	1.491195688826107	2.4536056728985645	0.014143197762110222	0.03576924451212717	0.8984096135659076	1.0728266794284256	0	3.351607494130023	0	10.216196732905278	0	4.026582548025644	Pnma2	protein_coding	PNMA family member 2 [Source:RGD Symbol;Acc:1307266]
ENSRNOG00000031344	22.980909621483562	3.6562237422370854	0.5803912182292406	6.299584878958257	2.984438390235113e-10	4.0037862210632365e-9	63.787082563179446	2.145653358856851	1.2494134423891128	39.102087431516935	7.075901582871387	29.076867624422714	3.445349801533114	37.96492116709892	AABR07048770.1	protein_coding	
ENSRNOG00000009694	49.170530232700166	3.6370624504131626	0.670941224126833	5.42083616213396	5.9320908800478914e-8	5.550507821779324e-7	69.1775402445749	2.145653358856851	12.494134423891127	52.50851740803702	14.151803165742773	189.39257020232094	1.1484499338443712	52.34557312433336	Bmp4	protein_coding	bone morphogenetic protein 4 [Source:RGD Symbol;Acc:2213]
ENSRNOG00000003544	16.239516985280435	3.6363938729747005	0.7370540014110497	4.9336871735490515	8.069164128513325e-7	5.9761624363633316e-6	12.577734589922708	2.145653358856851	2.4988268847782256	21.22684746282348	2.8303606331485547	58.15373524884543	2.2968998676887424	28.186077836179503	Tbx4	protein_coding	T-box transcription factor 4 [Source:RGD Symbol;Acc:1309057]
ENSRNOG00000008466	2.3741281680823967	3.61748610278236	1.4713550229116825	2.4586085930665953	0.01394765876645283	0.03534869563327079	2.695228840697723	0	0	1.117202498043341	0	9.430335445758718	1.1484499338443712	4.601808626315021	Lbx2	protein_coding	ladybird homeobox 2 [Source:RGD Symbol;Acc:1561172]
ENSRNOG00000001976	113.81693373699092	3.6128538886707724	0.5851145909078124	6.174609118985369	6.632735933760085e-10	8.39865222989666e-9	74.56799792597035	16.092400191426382	14.992961308669353	91.61060483955396	9.906262216019941	514.7391430809968	27.56279841226491	161.06330192102573	Tmprss2	protein_coding	transmembrane serine protease 2 [Source:RGD Symbol;Acc:620766]
ENSRNOG00000028617	2425.8873279301984	3.606160641146072	0.4048086710932753	8.90830878549819	5.181691015529552e-19	2.1590804657564882e-17	6423.62873699624	326.13931054624135	412.3064359884072	6519.993778580938	355.2102594601436	2902.185733432246	378.98847816864253	2088.64589026873	Ceacam15	protein_coding	carcinoembryonic antigen-related cell adhesion molecule 3-like [Source:RGD Symbol;Acc:11382285]
ENSRNOG00000053384	547.741300401019	3.6050093432176915	0.2099949823530852	17.167121341767277	4.680646993356068e-66	5.278833679106974e-63	1240.7036763345186	89.04461439255931	61.22125867706652	1094.858448082474	114.62960564251647	850.3019126925778	68.90699603066227	862.2638913557771	Bmp7	protein_coding	bone morphogenetic protein 7 [Source:RGD Symbol;Acc:620743]
ENSRNOG00000028805	4.074335520476679	3.6040070938197695	1.2134724176104863	2.96999506665064	0.0029780453150386635	0.009453854868551149	8.984096135659078	0	1.2494134423891128	6.703214988260046	1.4151803165742773	10.216196732905278	0	4.026582548025644	Cfap77	protein_coding	cilia and flagella associated protein 77 [Source:RGD Symbol;Acc:1564114]
ENSRNOG00000048088	362.8483153300165	3.595105119252416	0.6493757096335124	5.536248224131116	3.090195288067565e-8	3.0305410833761736e-7	284.79584750039277	43.98589385656545	57.473018349899185	336.27795191104565	28.303606331485547	1507.2819487471018	91.87599470754971	552.7922612360919	Mest	protein_coding	mesoderm specific transcript [Source:RGD Symbol;Acc:1594589]
ENSRNOG00000033026	5.6513250274872675	3.5807147825674783	1.3420254024866034	2.6681423287017267	0.007627193987854692	0.021100448191747806	3.5936384542636306	1.0728266794284256	0	1.117202498043341	0	29.076867624422714	2.2968998676887424	8.053165096051288	Dclk3	protein_coding	doublecortin-like kinase 3 [Source:RGD Symbol;Acc:1309232]
ENSRNOG00000032339	7.964816246098126	3.5739092616015147	1.0006754526040886	3.5714968847302293	3.549467709049869e-4	0.0014542587850326142	8.08568652209317	0	1.2494134423891128	5.586012490216705	2.8303606331485547	29.862728911569274	1.1484499338443712	14.955878035523819	Rasl12	protein_coding	RAS-like, family 12 [Source:RGD Symbol;Acc:1306268]
