Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PLAC1.4_1	PLAC1.4_2	PLAC1.4_3	SCR_1	SCR_2	SCR_3	gene_biotype	external_gene_name	description
ENSG00000170312.17	31.97436082889631	1.9617767042220782	0.48159068909741864	4.073535366513783	4.6304816113762726e-5	0.0015507881887499594	24.2496726459239	44.016239193717794	84.52407747471234	12.282273168262638	8.701533630874989	18.072368859886183	protein_coding	CDK1	cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]
ENSG00000197142.11	20.013448340885976	1.911781243539935	0.4962518081259488	3.8524418697024165	1.1694574473534589e-4	0.0031121640409134473	40.41612107653984	33.490616777828755	21.131019368678086	11.404967941958164	7.613841927015616	6.024122953295394	protein_coding	ACSL5	acyl-CoA synthetase long chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]
ENSG00000148773.14	167.83671333737666	1.897202686153115	0.27719733786943884	6.844231264034382	7.688762564912552e-12	2.9006987476509797e-9	226.33027802862307	225.8224445590739	342.322513772585	71.0617233306624	38.06920963507808	103.4141106982376	protein_coding	MKI67	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
ENSG00000123485.12	13.804006655552767	1.8886897069194954	0.5710138018353577	3.3076078036097414	9.409648743765817e-4	0.014701286776648495	20.20806053826992	23.92186912702054	21.131019368678086	5.263831357826845	3.263075111578121	9.036184429943091	protein_coding	HJURP	Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]
ENSG00000177606.8	19.70686347178582	1.8589829040588937	0.4900336742429761	3.793581955221191	1.4848958986674976e-4	0.0037927167670854358	20.20806053826992	34.447491542909574	38.03583486362056	7.895747036740268	7.613841927015616	10.04020492215899	protein_coding	JUN	Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]
ENSG00000171617.15	27.032641234855813	1.8468026342436106	0.42817284926534827	4.313217518140918	1.608956780155181e-5	6.8112503693236e-4	37.38491199579935	31.576867247667114	58.110303263864736	12.282273168262638	9.789225334734363	13.052266398806687	protein_coding	ENC1	ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]
ENSG00000112992.18	12.184132137438716	1.8321789596121556	0.6375795155538672	2.873647780262414	0.004057611981853026	0.04097365777509492	12.12483632296195	16.266871006373968	28.526876147715416	2.6319156789134226	6.526150223156242	7.028143445511293	protein_coding	NNT	nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]
ENSG00000090889.12	24.14851375953012	1.8105149651093309	0.48727053043152163	3.7156258218734424	2.0270136563576454e-4	0.0049057555037923615	26.270478699750893	29.663117717505468	57.05375229543083	11.404967941958164	5.438458519296868	15.060307383238484	protein_coding	KIF4A	kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]
ENSG00000109805.10	24.199374522744524	1.810335079131389	0.47598260358131234	3.803363958074003	1.4274439794868728e-4	0.00367667147085906	32.332896861231866	24.87874389210136	55.99720132699693	11.404967941958164	6.526150223156242	14.056286891022586	protein_coding	NCAPG	non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]
ENSG00000272398.6	255.69665999210923	1.8023328572625947	0.257605220388316	6.996491975379011	2.6245079811032764e-12	1.2023058526289902e-9	302.1105050471353	290.88992858456976	600.1209500704576	132.4730891719756	88.10302801260927	120.48245906590788	protein_coding	CD24	CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]
ENSG00000166920.13	17.145793092145716	1.8015230539451896	0.5681928668499919	3.17061892017875	0.0015211455482837051	0.02035338459640884	18.187254484442924	22.008119596858897	40.148936800488364	13.159578394567113	4.3507668154374946	5.020102461079495	protein_coding	C15orf48	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]
ENSG00000121621.7	12.979547851340897	1.7840168513989096	0.5697477705559102	3.1312397232519604	0.0017407000692315454	0.022172750534292983	22.22886659209691	18.18062053653561	20.074468400244182	7.018441810435793	4.3507668154374946	6.024122953295394	protein_coding	KIF18A	kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]
ENSG00000156970.13	19.044567224060554	1.7805115485766057	0.5202661247307134	3.4223092066549357	6.209165798558671e-4	0.010821327404634791	24.2496726459239	27.749368187343826	36.979283895186654	14.91418884717606	4.3507668154374946	6.024122953295394	protein_coding	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149]
ENSG00000054598.9	14.545613138899572	1.773657454068243	0.6154221532814153	2.8820175624344144	0.003951377090524406	0.040515039120828586	13.135239349875446	15.309996241293145	39.09238583205446	7.018441810435793	8.701533630874989	4.016081968863596	protein_coding	FOXC1	forkhead box C1 [Source:HGNC Symbol;Acc:HGNC:3800]
ENSG00000161888.12	13.59363763812611	1.7702765849474953	0.5946687790031003	2.9769119339259373	0.0029116763429214267	0.03281016087773625	11.114433296048455	27.749368187343826	24.3006722739798	7.018441810435793	4.3507668154374946	7.028143445511293	protein_coding	SPC24	SPC24 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:26913]
ENSG00000165490.13	15.115084242271536	1.758818115734921	0.5622573007873689	3.128137443963685	0.0017591789635575989	0.022363715129388822	19.19765751135642	19.137495301616433	31.69652905301713	5.263831357826845	4.3507668154374946	11.044225414374889	protein_coding	DDIAS	DNA damage induced apoptosis suppressor [Source:HGNC Symbol;Acc:HGNC:26351]
ENSG00000164687.11	14.330567081745468	1.7523807305773105	0.5595717847022817	3.131645980881003	0.0017382934353231297	0.022164105263309926	28.291284753577884	21.051244831778074	16.90481549494247	7.018441810435793	8.701533630874989	4.016081968863596	protein_coding	FABP5	fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]
ENSG00000100593.18	257.0164236631566	1.7485672014058895	0.239853467509917	7.290147687081459	3.0961543521444927e-13	1.805198721588973e-10	543.5968284794608	331.07866871796426	314.8521885933035	157.03763550850087	88.10302801260927	107.4301926671012	protein_coding	ISM2	isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176]
ENSG00000140600.17	14.753484749125382	1.7281358406249743	0.561688739025497	3.0766788090201116	0.0020932071617464076	0.025635261738517413	19.19765751135642	17.223745771454787	31.69652905301713	8.773052263044741	7.613841927015616	4.016081968863596	protein_coding	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3 [Source:HGNC Symbol;Acc:HGNC:10832]
ENSG00000137872.17	18.14654860412166	1.7199300316037072	0.5154652898327935	3.336655378214928	8.47930171365733e-4	0.01365953655081127	29.30168778049138	25.835618657182184	28.526876147715416	7.895747036740268	3.263075111578121	14.056286891022586	protein_coding	SEMA6D	semaphorin 6D [Source:HGNC Symbol;Acc:HGNC:16770]
ENSG00000111799.22	86.73251582264061	1.7134449668822442	0.2705226772348391	6.333831175989779	2.391471833941756e-10	5.6806313359205374e-8	116.19634809505203	104.29934939380955	178.55711366532984	43.865261315223705	41.3322847466562	36.144737719772365	protein_coding	COL12A1	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]
ENSG00000184661.14	18.73693342817655	1.6993101829952082	0.47932122436245583	3.545242932347628	3.9225139022036425e-4	0.007776520220025676	32.332896861231866	22.008119596858897	31.69652905301713	9.650357489349215	8.701533630874989	8.032163937727193	protein_coding	CDCA2	cell division cycle associated 2 [Source:HGNC Symbol;Acc:HGNC:14623]
ENSG00000174640.15	205.09820673315204	1.6926995148360888	0.23095468761774487	7.329141193434838	2.3163225120119623e-13	1.465004015082012e-10	260.68398094368195	303.32930053062046	377.1886957309039	136.85961530349797	77.22611097401554	75.30153691619242	protein_coding	SLCO2A1	solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]
ENSG00000149596.7	20.455372623572032	1.690193323050147	0.5198407490912925	3.251367512078822	0.0011485129049306577	0.016875114583671875	22.22886659209691	25.835618657182184	45.43169164265789	4.386526131522371	9.789225334734363	15.060307383238484	protein_coding	JPH2	junctophilin 2 [Source:HGNC Symbol;Acc:HGNC:14202]
ENSG00000073282.14	16.421097734475385	1.6898571590968197	0.5174619633311981	3.265664491005763	0.0010920755746944137	0.016345453204906935	30.312090807404875	23.92186912702054	21.131019368678086	10.52766271565369	7.613841927015616	5.020102461079495	protein_coding	TP63	tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979]
ENSG00000205683.12	17.800713621330242	1.6772288538467217	0.5203905182518078	3.2230196266472713	0.0012684686199457178	0.018154456754991236	20.20806053826992	20.094370066697252	41.20548776892227	9.650357489349215	7.613841927015616	8.032163937727193	protein_coding	DPF3	double PHD fingers 3 [Source:HGNC Symbol;Acc:HGNC:17427]
ENSG00000184979.11	19.29800758304576	1.674312645130301	0.5525554364047635	3.030126092006842	0.0024445165944921004	0.02871411571204228	37.38491199579935	15.309996241293145	35.922732926752744	15.791494073480536	4.3507668154374946	7.028143445511293	protein_coding	USP18	ubiquitin specific peptidase 18 [Source:HGNC Symbol;Acc:HGNC:12616]
ENSG00000188064.10	17.512035186042016	1.6670148034466827	0.5185075560330169	3.215025092788682	0.0013043312002999628	0.01852785858942151	32.332896861231866	17.223745771454787	30.639978084583227	11.404967941958164	5.438458519296868	8.032163937727193	protein_coding	WNT7B	Wnt family member 7B [Source:HGNC Symbol;Acc:HGNC:12787]
ENSG00000115221.12	25.492249995854525	1.6409440809605387	0.48717477960444555	3.3682861873368717	7.563703856291876e-4	0.012542219517066893	21.218463565183413	33.490616777828755	61.279956169166454	12.282273168262638	7.613841927015616	17.068348367670282	protein_coding	ITGB6	integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]
ENSG00000164434.12	325.43825429088656	1.6368925560804883	0.5451750290911883	3.002508311521903	0.0026776466147521586	0.030638869872815288	604.2210100942706	599.9604777056751	273.64670082438124	254.4185156282975	123.99685423996861	96.3859672527263	protein_coding	FABP7	fatty acid binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3562]
ENSG00000143797.12	43.41743976837441	1.6318966425109285	0.35404504509407064	4.609291007242678	4.0404445917756086e-6	2.275639279464723e-4	53.55136042641528	50.71436254928354	92.97648522218358	23.687241110220803	18.490758965609352	21.084430336533877	protein_coding	MBOAT2	membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]
ENSG00000117525.14	36.376169375514095	1.6300709199844297	0.42877810241784575	3.8016655020221157	1.4372668278199753e-4	0.0036945534269432513	37.38491199579935	39.231865368313684	88.75028134844797	21.932630657611853	10.876917038593737	20.08040984431798	protein_coding	F3	coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]
ENSG00000135451.13	13.126139078508267	1.6146401504672196	0.5690363627811871	2.8374990704910386	0.004546847919125122	0.04443338204118988	19.19765751135642	18.18062053653561	22.187570337111993	7.895747036740268	3.263075111578121	8.032163937727193	protein_coding	TROAP	trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]
ENSG00000165685.9	134.29582501619325	1.6106218835231183	0.29646227703196926	5.4328054808451585	5.547487084415622e-8	6.297134232902583e-6	241.48632343232552	212.4261978479424	154.25644139135002	104.39932193023243	36.981517931218704	56.22514756409034	protein_coding	TMEM52B	transmembrane protein 52B [Source:HGNC Symbol;Acc:HGNC:26438]
ENSG00000089685.15	32.113329133089586	1.5990194305032053	0.39644249536897874	4.033420859726348	5.4970699478903344e-5	0.001746813030265767	49.5097483187613	35.4043663079904	60.22340520073255	16.668799299785007	9.789225334734363	21.084430336533877	protein_coding	BIRC5	baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]
ENSG00000188643.11	107.13062043006121	1.5956300020026288	0.3237176248733356	4.9290797886799265	8.261783067364032e-7	6.19730359094026e-5	114.17554204122503	116.73872133986023	252.51568145570315	55.270229257181875	34.806134523499956	69.27741396289703	protein_coding	S100A16	S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441]
ENSG00000138180.16	18.311292338934216	1.590944595690472	0.49778142838974243	3.1960706144400945	0.0013931301195053238	0.01923539294175973	17.17685145752943	31.576867247667114	33.80963098988494	9.650357489349215	7.613841927015616	10.04020492215899	protein_coding	CEP55	centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]
ENSG00000131747.15	71.47879580286867	1.58459951352828	0.357283798628115	4.435128375853498	9.201743821318741e-6	4.4084386513435755e-4	82.85304820690666	93.77372697792052	145.8040336438788	49.12909267305055	14.139992150171858	43.172881165283655	protein_coding	TOP2A	DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]
ENSG00000173578.9	69.64216537419122	1.566868420616488	0.28007866333344933	5.5943869553213466	2.21402667983099e-8	2.839932022219211e-6	104.07151177209008	91.85997744775888	117.27715749616338	48.25178744674608	28.279984300343717	28.11257378204517	protein_coding	XCR1	X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1625]
ENSG00000197747.9	197.74597702385302	1.5627526540043868	0.22423172968099211	6.96936448836955	3.1837587138600786e-12	1.397815555682907e-9	253.61115975528747	236.34806697496293	397.263164131148	111.41776374066822	79.40149438173428	108.4342131593171	protein_coding	S100A10	S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]
ENSG00000179820.16	266.5825074906856	1.5433230678622387	0.2572223478040997	5.999957161722325	1.9736959176940297e-9	3.4680270597618247e-7	361.72428363503155	284.191805229004	546.2368506803285	179.8475713924172	85.92764460489053	141.56688940244175	protein_coding	MYADM	myeloid associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]
ENSG00000178999.13	17.377498637765004	1.5362519922409907	0.5267851633789731	2.9162780181335517	0.0035423469367293985	0.03756492137117247	26.270478699750893	15.309996241293145	35.922732926752744	8.773052263044741	11.96460874245311	6.024122953295394	protein_coding	AURKB	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]
ENSG00000132561.14	41.49946622628245	1.526730992874482	0.3264876237827741	4.676229301390856	2.9219787099970762e-06	1.75785289930924e-4	53.55136042641528	59.326235435010936	71.84546585350549	18.423409752393958	21.753834077187474	24.096491813181576	protein_coding	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]
ENSG00000157064.11	80.5646540007183	1.5251085356088478	0.26642100930956636	5.724430440231374	1.0378131790371384e-8	1.5301183502884338e-6	136.40440863332194	109.08372321921367	114.10750459086167	57.02483970979082	32.63075111578121	34.136696735340564	protein_coding	NMNAT2	nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16789]
ENSG00000154553.17	131.48749118868017	1.5115071656263297	0.2398398540923378	6.302151789353586	2.935414765711561e-10	6.723672357103963e-8	174.79972365603479	165.53933435898213	244.0632737082319	64.04328152022661	51.12151008139057	89.35782380721501	protein_coding	PDLIM3	PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]
ENSG00000166035.11	35.51507493025691	1.5046883815717926	0.4303098282169875	3.4967557859567187	4.709527562023507e-4	0.008793174678031371	75.78022701851219	52.62811207944519	29.58342711614932	28.073767241743173	11.96460874245311	15.060307383238484	protein_coding	LIPC	lipase C, hepatic type [Source:HGNC Symbol;Acc:HGNC:6619]
ENSG00000139734.19	48.41896171581759	1.496566450796975	0.32548481052362255	4.59796095673214	4.266459204160313e-6	2.3588738022312217e-4	67.69700280320423	57.4124859048493	89.80683231688187	28.073767241743173	17.403067261749978	30.12061476647697	protein_coding	DIAPH3	diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]
ENSG00000169894.18	85.50732928112636	1.4916030220363756	0.3420229469798733	4.361119729560574	1.2939853092170941e-5	5.844348437087207e-4	87.90506334147415	104.29934939380955	187.00952141280106	58.77945016239977	22.841525781046847	52.20906559522675	protein_coding	MUC3A	mucin 3A, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7513]
ENSG00000139055.7	40.474549073446674	1.4854322954494112	0.3581690228249909	4.147294156634047	3.364277075142128e-5	0.0012155938603619176	49.5097483187613	50.71436254928354	79.24132263254282	28.073767241743173	15.227683854031232	20.08040984431798	protein_coding	ERP27	endoplasmic reticulum protein 27 [Source:HGNC Symbol;Acc:HGNC:26495]
ENSG00000130055.14	34.710685046481295	1.4845578601310656	0.3604517108450706	4.118604005653224	3.811745243933346e-5	0.0013482436339061837	42.436927130366826	48.800613019121904	62.33650713760036	21.05532543130738	19.578450669468726	14.056286891022586	protein_coding	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25974]
ENSG00000163507.15	22.285096654166537	1.4614467015169117	0.44514125916336056	3.283107713411444	0.0010266942822944422	0.01573054119820513	26.270478699750893	31.576867247667114	40.148936800488364	8.773052263044741	10.876917038593737	16.064327875454385	protein_coding	CIP2A	cellular inhibitor of PP2A [Source:HGNC Symbol;Acc:HGNC:29302]
ENSG00000123095.6	20.625362007867775	1.457805969656571	0.5195821709763865	2.8057274692799727	0.005020313309736408	0.04794903858822703	33.34329988814537	32.533742012747936	25.357223242413703	21.05532543130738	5.438458519296868	6.024122953295394	protein_coding	BHLHE41	basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]
ENSG00000137474.23	68.2747074474336	1.4467416826678587	0.3084292196036948	4.690676468743131	2.723032564845244e-6	1.6632542242509498e-4	69.71780885703122	108.12684845413284	122.55991233833291	50.00639789935503	26.10460089262497	33.13267624312466	protein_coding	MYO7A	myosin VIIA [Source:HGNC Symbol;Acc:HGNC:7606]
ENSG00000066279.19	52.23371785618358	1.4375976855119146	0.3625509082612918	3.965229855322366	7.332525414245096e-5	0.0021621678962878586	72.7490179377717	85.16185409219312	71.84546585350549	46.49717699413713	13.052300446312485	24.096491813181576	protein_coding	ASPM	assembly factor for spindle microtubules [Source:HGNC Symbol;Acc:HGNC:19048]
ENSG00000011426.11	112.94964666987431	1.4307511607377659	0.26606183114206444	5.377513770375475	7.552143868783304e-8	8.20943639024436e-6	137.41481166023544	144.48808952720407	213.42329562364867	78.95747036740268	39.15690133893745	64.25731150181754	protein_coding	ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]
ENSG00000139973.18	99.01246061221565	1.4288351643367172	0.30332273990716424	4.71061010715527	2.4697632363381454e-6	1.523060241947567e-4	153.58126009085137	107.16997368905201	173.2743588231603	66.67519719914003	26.10460089262497	67.26937297846523	protein_coding	SYT16	synaptotagmin 16 [Source:HGNC Symbol;Acc:HGNC:23142]
ENSG00000134057.15	105.43816306264242	1.4279328285537554	0.2276223798747215	6.2732532246594515	3.5358114577375267e-10	7.819629925586079e-8	126.30037836418698	149.27246335260816	185.95297044436717	59.65675538870424	52.20920178524994	59.23720904073804	protein_coding	CCNB1	cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]
ENSG00000186185.14	21.60147109037345	1.4259941299957901	0.4819155129553573	2.959012714180646	0.0030862636786615563	0.03415660414684364	22.22886659209691	24.87874389210136	47.544793579525695	12.282273168262638	7.613841927015616	15.060307383238484	protein_coding	KIF18B	kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102]
ENSG00000179862.7	63.70221080484656	1.4252637752661275	0.31744604904732143	4.489782687620297	7.129587223895015e-6	3.572296301943902e-4	115.18594506813854	59.326235435010936	104.59854587495653	43.865261315223705	26.10460089262497	33.13267624312466	protein_coding	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4 [Source:HGNC Symbol;Acc:HGNC:18696]
ENSG00000121797.10	30.523257660401597	1.4212897230973252	0.44576266442458273	3.188444965286654	0.001430402357114012	0.019602319481518627	60.62418161480975	48.800613019121904	24.3006722739798	24.564546336525275	9.789225334734363	15.060307383238484	protein_coding	CCRL2	C-C motif chemokine receptor like 2 [Source:HGNC Symbol;Acc:HGNC:1612]
ENSG00000162337.12	65.40906227483522	1.4192810330529981	0.30436681006462735	4.663061102988322	3.1154020145036375e-6	1.8247151433807378e-4	75.78022701851219	108.12684845413284	102.48544393808872	51.76100835196397	27.192292596484343	27.108553289829274	protein_coding	LRP5	LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]
ENSG00000175928.6	27.588687335899348	1.3983246818540795	0.3938942761993142	3.5500000034184658	3.8523114626892664e-4	0.0076968222946908445	37.38491199579935	45.92998872387944	36.979283895186654	19.30071497869843	10.876917038593737	15.060307383238484	protein_coding	LRRN1	leucine rich repeat neuronal 1 [Source:HGNC Symbol;Acc:HGNC:20980]
ENSG00000107438.9	222.32065084796585	1.386927864536737	0.2529985475306891	5.481959790178244	4.206398513472488e-8	5.010106909233917e-6	248.55914462072	241.13244080036705	475.44793579525697	109.66315328805928	105.50609527435925	153.61513530903255	protein_coding	PDLIM1	PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067]
ENSG00000138160.7	42.44422225161699	1.3825144657420603	0.3830492235879786	3.6092344811254393	3.071019280773599e-4	0.006511068481732721	62.644987668636745	46.88686348896026	75.0151187588072	27.196462015438698	9.789225334734363	33.13267624312466	protein_coding	KIF11	kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]
ENSG00000005001.10	84.51383346420963	1.3761162059330616	0.23226736913539867	5.924707422551741	3.1285389332801053e-9	5.14484216630563e-7	115.18594506813854	136.8330914065575	114.10750459086167	48.25178744674608	43.50766815437495	49.19700411857905	protein_coding	PRSS22	serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]
