Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PLAC1.KD1	PLAC1.KD2	PLAC1.KD3	SCR1	SCR2	SCR3	external_gene_name	gene_biotype	description
ENSRNOG00000037799	2.4808159958146514	4.722912434824554	1.653494107853863	2.856322506618795	0.004285795561350457	0.013751405901488866	6.408015770543905	5.829305744408763	2.6475744599352407	0	0	0	Hdx	protein_coding	highly divergent homeobox [Source:RGD Symbol;Acc:1563666]
ENSRNOG00000021316	8.531250471980119	4.603537507897656	1.2081592151086586	3.8103732110205573	1.3875716114198337e-4	6.723260681707266e-4	10.680026284239842	15.544815318423366	22.94564531943875	0	0	2.0170159097787606	Tmem98	protein_coding	transmembrane protein 98 [Source:RGD Symbol;Acc:1359736]
ENSRNOG00000068620	2.227389520958202	4.57741937240367	1.6897950222358797	2.708860726993374	0.006751467419494126	0.020225111400073444	4.272010513695936	2.9146528722043814	6.177673739848895	0	0	0	Tex13c3	protein_coding	CDNA sequence BC049702-like [Source:NCBI gene (formerly Entrezgene);Acc:100360128]
ENSRNOG00000016496	4.495160011015974	4.562301969057867	1.4722223752761132	3.0989217700228293	0.0019422629762779935	0.0068722499485110704	11.748028912663825	10.687060531416064	3.530099279913654	1.0057713421023011	0	0	Ctsc	protein_coding	cathepsin C [Source:RGD Symbol;Acc:2445]
ENSRNOG00000064154	4.408823978227629	4.536508154564204	1.4385687600762724	3.1534871884216917	0.001613323098332218	0.0058123364144065425	9.612023655815857	8.743958616613144	7.060198559827308	0	1.036763037109463	0	Rassf10	protein_coding	Ras association domain family member 10 [Source:RGD Symbol;Acc:1309847]
ENSRNOG00000009288	2.106264663303077	4.493145931357457	1.8992420023054712	2.3657574579244094	0.01799322782629575	0.046790093515888614	1.068002628423984	10.687060531416064	0.8825248199784135	0	0	0	Fgf14	protein_coding	fibroblast growth factor 14 [Source:RGD Symbol;Acc:620165]
ENSRNOG00000066963	2.0951397405323076	4.485806757608448	1.700210116082847	2.6383837592634736	0.00833022535947395	0.02424945137155559	4.272010513695936	3.8862038296058414	4.412624099892067	0	0	0		protein_coding	L antigen family member 3-like [Source:NCBI gene (formerly Entrezgene);Acc:102552182]
ENSRNOG00000032300	114.14872147140197	4.47239936511222	0.37609168510950747	11.891779430885267	1.3059420962538501e-32	2.3142382230698438e-30	294.76872544501964	199.16794626729938	161.50204205604967	7.040399394716108	8.294104296875703	14.119111368451323	Rpl39l	protein_coding	ribosomal protein L39-like [Source:RGD Symbol;Acc:1561345]
ENSRNOG00000022210	2.01723852588003	4.44058087980946	1.790372977857931	2.4802546367306864	0.01312885872990941	0.03577577201877605	1.068002628423984	4.857754787007302	6.177673739848895	0	0	0	Alox12b	protein_coding	arachidonate 12-lipoxygenase, 12R type [Source:RGD Symbol;Acc:1305330]
ENSRNOG00000018290	22.546567673071365	4.405854788974813	0.7120640315734214	6.187441850193388	6.114839202700786e-10	8.654379743456388e-9	30.97207622429554	50.52064978487594	47.65634027883433	2.0115426842046022	3.1102891113283886	1.0085079548893803	Alx3	protein_coding	ALX homeobox 3 [Source:RGD Symbol;Acc:1359270]
ENSRNOG00000017748	20.732881808309802	4.2787635472259264	0.7478567687168183	5.721367681899143	1.056699367686062e-8	1.2121759705377806e-7	37.38009199483945	55.378404571883245	25.593219779373992	2.0115426842046022	0	4.034031819557521	Nkx6-2	protein_coding	NK6 homeobox 2 [Source:RGD Symbol;Acc:1307280]
ENSRNOG00000024509	13.322641268043176	4.222936895108874	0.8805735522637447	4.795666283926777	1.6213500831369713e-6	1.220460513908237e-5	30.97207622429554	18.45946819062775	26.475744599352403	2.0115426842046022	0	2.0170159097787606	Trim52	protein_coding	tripartite motif-containing 52 [Source:RGD Symbol;Acc:1565615]
ENSRNOG00000010835	55.56762895768638	4.1865040354307865	0.9887725484768727	4.2340415314722994	2.2952852679780536e-5	1.354871373311681e-4	79.032194503374825	159.3343570138395	77.66218415810039	8.046170736818409	9.330867333985166	0	Dmbx1	protein_coding	diencephalon/mesencephalon homeobox 1 [Source:RGD Symbol;Acc:1308265]
ENSRNOG00000000008	22.002311528985064	4.132422815460088	0.6698704275984503	6.168988277740846	6.872832249313504e-10	9.654882099531076e-9	37.38009199483945	49.54909882747448	37.94856725907178	3.017314026306903	3.1102891113283886	1.0085079548893803	Alx4	protein_coding	ALX homeobox 4 [Source:RGD Symbol;Acc:1310201]
ENSRNOG00000037661	5.974213286296629	4.059597868681796	1.280752348049354	3.1696977755807003	0.0015259756813491446	0.00552926481173837	13.884034169511795	5.829305744408763	14.120397119654616	2.0115426842046022	0	0		protein_coding	
ENSRNOG00000017002	20.774539811879464	4.05443802224488	0.72303509323726	5.607525914256611	2.0523929051906142e-8	2.2281626102809655e-7	22.428055196903667	46.6344459552701	48.53886509881274	5.028856710511506	0	2.0170159097787606	Adrb1	protein_coding	adrenoceptor beta 1 [Source:RGD Symbol;Acc:2059]
ENSRNOG00000001392	8.92113848945007	4.045458315550577	1.0490621622339693	3.856261774741552	1.1513419274825903e-4	5.685523619835654e-4	11.748028912663825	17.487917233226288	21.180595679481925	0	3.1102891113283886	0	Lhx5	protein_coding	LIM homeobox 5 [Source:RGD Symbol;Acc:71079]
ENSRNOG00000013452	35.41178231589504	4.0375731487528785	0.6006168146180721	6.722377813082609	1.787826457644501e-11	3.188103112940068e-10	28.836070967447572	88.4111371235329	82.95733307797087	2.0115426842046022	6.220578222656777	4.034031819557521	Rcn1	protein_coding	reticulocalbin 1 [Source:RGD Symbol;Acc:1311292]
ENSRNOG00000012852	372.9093955982436	3.9829071921377843	0.2989109345957437	13.32472897829713	1.6623536906705742e-40	4.6360591779816077e-38	393.0249672600262	1022.0716071863363	689.2518844031409	50.28856710511506	41.470521484378516	41.34882615046459	Bin1	protein_coding	bridging integrator 1 [Source:RGD Symbol;Acc:621786]
ENSRNOG00000062466	11.025101739355602	3.9422902243697537	0.9864407766994262	3.9964793807089247	6.429147867876778e-5	3.3756994916148066e-4	6.408015770543905	30.118079679445273	25.593219779373992	1.0057713421023011	0	3.0255238646681404		protein_coding	
ENSRNOG00000021380	34.32344060550519	3.862637200653043	0.6899122168920226	5.598737210443658	2.159188085674608e-8	2.329239550633889e-7	30.97207622429554	136.98868499360591	24.71069495939558	4.0230853684092045	6.220578222656777	3.0255238646681404	Fads6	protein_coding	fatty acid desaturase 6 [Source:RGD Symbol;Acc:1311950]
ENSRNOG00000017856	10.512327319867568	3.8604822937807506	0.921666512745802	4.188589083354796	2.8069412483285604e-5	1.6192500683813316e-4	16.020039426359762	26.23187584983943	16.767971579589855	3.017314026306903	1.036763037109463	0	Fev	protein_coding	FEV transcription factor, ETS family member [Source:RGD Symbol;Acc:628860]
ENSRNOG00000027328	7.926444946487656	3.8569978470130812	1.053489303210734	3.661164698358166	2.5107128911688e-4	0.0011402094955836528	19.224047311631715	15.544815318423366	9.707773019762548	0	2.073526074218926	1.0085079548893803	Pramef27	protein_coding	PRAME family member 27 [Source:RGD Symbol;Acc:1588644]
ENSRNOG00000046864	5.209771586072991	3.8412209627604814	1.2664692848378476	3.0330154933463644	0.002421231687743048	0.008361752633350535	9.612023655815857	11.658611488817526	7.942723379805721	0	1.036763037109463	1.0085079548893803	Acot4	protein_coding	acyl-CoA thioesterase 4 [Source:RGD Symbol;Acc:1596753]
ENSRNOG00000027357	5.176168513364028	3.8385158176297964	1.267814166115679	3.027664400840556	0.0024645161762876034	0.008492272471339823	10.680026284239842	7.772407659211683	10.590297839740963	1.0057713421023011	0	1.0085079548893803	Sox17	protein_coding	SRY-box transcription factor 17 [Source:RGD Symbol;Acc:1305371]
ENSRNOG00000002381	5.150179652427989	3.82104807770717	1.320890446059272	2.8927819783289648	0.003818462532336732	0.012442000498010435	5.340013142119921	15.544815318423366	7.942723379805721	0	2.073526074218926	0	Bmp3	protein_coding	bone morphogenetic protein 3 [Source:RGD Symbol;Acc:2212]
ENSRNOG00000071032	61.04852721724391	3.8107993359015015	0.38768520035777515	9.829622932174628	8.393243980356931e-23	5.780804315539761e-21	96.12023655815857	120.47231871778109	125.31852443693471	8.046170736818409	7.25734125976624	9.076571594004422	Mmp25	protein_coding	matrix metallopeptidase 25 [Source:RGD Symbol;Acc:1308298]
ENSRNOG00000043249	4.97072669865587	3.7741570416994117	1.275625219881245	2.9586723301462863	0.0030896743482843026	0.010338619200041808	7.476018398967889	9.715509574014604	10.590297839740963	1.0057713421023011	1.036763037109463	0	Pde4c	protein_coding	phosphodiesterase 4C [Source:RGD Symbol;Acc:727918]
ENSRNOG00000050564	7.332812732821547	3.751757645656367	1.0553715873530003	3.554916287888922	3.780994490411953e-4	0.0016417120538766755	8.544021027391873	16.516366275824826	15.885446759611442	1.0057713421023011	1.036763037109463	1.0085079548893803	AABR07073021.1	protein_coding	HOXA11 antisense RNA [Source:RGD Symbol;Acc:1564419]
ENSRNOG00000013720	180.24288420237772	3.680063663627474	0.3409885234258432	10.792338776257376	3.741448636062368e-27	3.8343086865477717e-25	261.6606439638761	532.4099246560003	209.158382334884	28.16159757886443	23.845549853517646	26.221206827123886	Aebp1	protein_coding	AE binding protein 1 [Source:RGD Symbol;Acc:1306922]
ENSRNOG00000042265	9.258234790812812	3.650451123837376	1.0155057693249814	3.594712343450174	3.247501869764514e-4	0.0014349740729463355	28.836070967447572	5.829305744408763	16.767971579589855	1.0057713421023011	3.1102891113283886	0	BC053393	protein_coding	similar to kidney injury molecule 1 [Source:RGD Symbol;Acc:1586332]
ENSRNOG00000011846	6.773063733036487	3.625638644507503	1.127914514445789	3.2144622647124934	0.001306890911708617	0.004840589634223164	4.272010513695936	16.516366275824826	16.767971579589855	0	2.073526074218926	1.0085079548893803	Krt28	protein_coding	keratin 28 [Source:RGD Symbol;Acc:1309530]
ENSRNOG00000024259	97.28913840253699	3.6255072513710758	0.3636058781855077	9.97098085834955	2.0420211882075125e-23	1.5236344058678159e-21	163.40440214886956	257.461003711387	119.14085069708582	12.069256105227613	14.51468251953248	17.144635233119462	Tmem54	protein_coding	transmembrane protein 54 [Source:RGD Symbol;Acc:1304886]
ENSRNOG00000001162	6.819876018655408	3.624239610420969	1.0933374815262389	3.314840725447124	9.169535477315494e-4	0.0035590266379213137	13.884034169511795	10.687060531416064	13.237872299676201	0	3.1102891113283886	0	Tff2	protein_coding	trefoil factor 2 [Source:RGD Symbol;Acc:620709]
ENSRNOG00000054391	58.338737184662534	3.6110406018964087	0.3931206609392347	9.185578273268556	4.093220461068619e-20	2.224724168808286e-18	123.88830489718217	118.52921680297817	81.19228343801404	9.05194207892071	8.294104296875703	9.076571594004422	Snrpn	protein_coding	SNRPN upstream reading frame [Source:RGD Symbol;Acc:69269]
ENSRNOG00000027229	73.10034363146823	3.5962177273957994	0.35170461164556444	10.225108253684036	1.530568504431461e-24	1.2954244476312443e-22	132.43232592457403	115.61456393077378	157.0894179561576	15.086570131534517	8.294104296875703	10.085079548893802	Slc35d2	protein_coding	solute carrier family 35 member D2 [Source:RGD Symbol;Acc:1309518]
ENSRNOG00000028658	13.145743443365744	3.5789551649634648	0.8091369826096692	4.42317585511966	9.726051135226234e-6	6.265035286348682e-5	12.81603154108781	37.89048733865695	22.063120499460336	1.0057713421023011	2.073526074218926	3.0255238646681404	Olig2	protein_coding	oligodendrocyte transcription factor 2 [Source:RGD Symbol;Acc:1307098]
ENSRNOG00000016957	316.29195927019754	3.5267624029336084	0.22793458035181335	15.472695707207338	5.303867406105277e-54	3.2224782968808204e-51	531.8653089551441	722.8339123066866	491.56632472797634	40.23085368409205	48.72786274414475	62.527493203141574	Igfbp2	protein_coding	insulin-like growth factor binding protein 2 [Source:RGD Symbol;Acc:2873]
ENSRNOG00000018087	16.95107177244239	3.525109666274776	0.6815488643897812	5.1722038586784995	2.3134897957497882e-7	2.0552004389188193e-6	26.700065710599603	26.23187584983943	40.59614171900702	1.0057713421023011	4.147052148437852	3.0255238646681404	Vim	protein_coding	vimentin [Source:RGD Symbol;Acc:621646]
ENSRNOG00000016120	39.97748181157451	3.515791094782878	0.4666197566633161	7.534595448601322	4.8985109045479085e-14	1.2840287751643917e-12	69.42017084755896	90.35423903833582	60.89421257851053	8.046170736818409	2.073526074218926	9.076571594004422	Tlx1	protein_coding	T-cell leukemia, homeobox 1 [Source:RGD Symbol;Acc:1563655]
ENSRNOG00000011136	6.29005644434065	3.508516906213377	1.0850429475211025	3.233528142115445	0.0012227128882757983	0.004570598034574353	9.612023655815857	13.601713403620446	11.472822659719375	0	1.036763037109463	2.0170159097787606	Osr2	protein_coding	odd-skipped related transciption factor 2 [Source:RGD Symbol;Acc:1305812]
ENSRNOG00000061818	18.728949751643945	3.492720881901398	0.6562229862466609	5.322460436624442	1.0237305395115372e-7	9.751234007934083e-7	29.904073595871555	48.57754787007302	24.71069495939558	3.017314026306903	4.147052148437852	2.0170159097787606	Wnt1	protein_coding	Wnt family member 1 [Source:RGD Symbol;Acc:1597195]
ENSRNOG00000002042	14.53887074917576	3.4905313660261	0.7310771415233216	4.774504861077989	1.8014993214766657e-6	1.3459423125586753e-5	26.700065710599603	34.00428350905111	19.415546039525097	1.0057713421023011	2.073526074218926	4.034031819557521	Gfi1	protein_coding	growth factor independent 1 transcriptional repressor [Source:RGD Symbol;Acc:2680]
ENSRNOG00000071060	4.066961317672509	3.4634609850260767	1.3630437086648546	2.5409757317457182	0.011054359210352744	0.03088974357531552	6.408015770543905	10.687060531416064	5.295148919870481	2.0115426842046022	0	0		protein_coding	
ENSRNOG00000013862	22.37316014988838	3.4618819035312667	0.5899099196949513	5.868492439187058	4.397754502232102e-9	5.382345294386512e-8	36.312089366415464	51.492200742277404	35.30099279913654	6.034628052613806	2.073526074218926	3.0255238646681404	Dusp2	protein_coding	dual specificity phosphatase 2 [Source:RGD Symbol;Acc:1305804]
ENSRNOG00000015850	1015.4229465348133	3.441569104634069	0.626348469688061	5.494655565053214	3.9147370874436176e-8	4.0313261096604613e-7	2790.6908680718707	939.4897758072123	1848.8894978547762	104.60021957863931	126.48509052735447	282.38222736902645	Rbp7	protein_coding	retinol binding protein 7 [Source:RGD Symbol;Acc:1562168]
ENSRNOG00000025051	29.704609768417537	3.419503588111911	0.5051536457311548	6.769234701181959	1.2946537704425755e-11	2.358099565606969e-10	45.92411302223132	64.12236318849638	52.951489198704806	4.0230853684092045	4.147052148437852	7.0595556842256615	Tal1	protein_coding	TAL bHLH transcription factor 1, erythroid differentiation factor [Source:RGD Symbol;Acc:1306748]
ENSRNOG00000065655	3.9532619936168607	3.4144832229428634	1.3648788692828158	2.5016749103435276	0.012360736775347991	0.03396741019134512	9.612023655815857	6.800856701810223	5.295148919870481	2.0115426842046022	0	0		protein_coding	
ENSRNOG00000057315	91.37774000587471	3.386831237194684	0.3088553094619001	10.965753650456438	5.583342491411333e-28	6.049924997699975e-26	181.5604468320773	176.8222742470658	142.08649601652456	20.115426842046023	16.588208593751407	11.093587503783182	Kcnh3	protein_coding	potassium voltage-gated channel subfamily H member 3 [Source:RGD Symbol;Acc:71070]
ENSRNOG00000012438	13.456030431181269	3.3709658355845247	0.7428128813766224	4.53810901789595	5.676091633467717e-6	3.831414098187878e-5	20.292049940055698	33.03273255164965	20.29807085950351	1.0057713421023011	2.073526074218926	4.034031819557521	Larp6	protein_coding	La ribonucleoprotein 6, translational regulator [Source:RGD Symbol;Acc:1308414]
ENSRNOG00000021220	341.1163431968729	3.3661194911204144	0.2149366811534505	15.660981983420639	2.7954736927887457e-55	1.902263938468886e-52	498.7572274740006	759.752848687942	607.1770761451485	52.300109789319656	60.132256152348845	68.57854093247785	Cpxm1	protein_coding	carboxypeptidase X (M14 family), member 1 [Source:RGD Symbol;Acc:1306937]
ENSRNOG00000037455	43.93365314457091	3.365254419047544	0.541032379786028	6.220061025512859	4.969615558553342e-10	7.170746385251014e-9	48.06011827907928	45.66289499786864	146.49912011641663	5.028856710511506	7.25734125976624	11.093587503783182	AABR07039303.2	protein_coding	family with sequence similarity 9, member B [Source:NCBI gene (formerly Entrezgene);Acc:100360496]
ENSRNOG00000019479	28.304888562757522	3.344485724262747	0.5037975712525302	6.638550709857059	3.167823667696078e-11	5.466878579307656e-10	45.92411302223132	49.54909882747448	59.129162938553705	5.028856710511506	4.147052148437852	6.051047729336281	Klf17	protein_coding	Kruppel-like factor 17 [Source:RGD Symbol;Acc:1307711]
ENSRNOG00000018938	457.98471608397534	3.334330047295074	0.2033860392067434	16.39409499442439	2.1075601713263048e-60	1.7073244587906237e-57	1006.0584759753931	694.6589345420442	799.5674869004426	85.4905640786956	65.31607133789616	96.81676366938049	Mkx	protein_coding	mohawk homeobox [Source:RGD Symbol;Acc:1305652]
ENSRNOG00000031391	9.313740156997206	3.325705923500695	0.9689597155612338	3.4322437456281696	5.986092890718243e-4	0.002452092758413165	5.340013142119921	34.00428350905111	11.472822659719375	2.0115426842046022	1.036763037109463	2.0170159097787606	Ceacam16	protein_coding	CEA cell adhesion molecule 16, tectorial membrane component [Source:RGD Symbol;Acc:1306386]
ENSRNOG00000002238	37.252173154427346	3.323235650355647	0.4670962957668227	7.114669245877784	1.1218153308679771e-12	2.424945668198987e-11	55.53613667804718	90.35423903833582	57.36411329859688	9.05194207892071	4.147052148437852	7.0595556842256615	Sema5b	protein_coding	semaphorin 5B [Source:RGD Symbol;Acc:1308914]
ENSRNOG00000038267	9.179367627285139	3.309514244550673	0.9531626511720332	3.4721400806894915	5.163268424673311e-4	0.0021518256354860947	5.340013142119921	15.544815318423366	29.123319059287645	1.0057713421023011	1.036763037109463	3.0255238646681404	AABR07038554.1	protein_coding	
ENSRNOG00000015518	3.6508281964470832	3.30058966243207	1.3740392254072307	2.4021073062552913	0.016300925925241103	0.043054083502593016	3.2040078852719525	8.743958616613144	7.942723379805721	1.0057713421023011	0	1.0085079548893803	Rbp4	protein_coding	retinol binding protein 4 [Source:RGD Symbol;Acc:3546]
ENSRNOG00000009620	16.44555788872345	3.2933197219361796	0.6554211461617835	5.024738278925257	5.041195428267704e-7	4.224670769738432e-6	24.564060453751637	34.975834466452575	30.00584387926606	2.0115426842046022	2.073526074218926	5.042539774446901	Cybrd1	protein_coding	cytochrome b reductase 1 [Source:RGD Symbol;Acc:1305740]
ENSRNOG00000000638	21.926476214578543	3.2922063356364073	0.5729825885866825	5.745735387452096	9.152233888164746e-9	1.0613347164652943e-7	39.51609725168741	43.71979308306572	36.18351761911495	7.040399394716108	2.073526074218926	3.0255238646681404	Zfp365	protein_coding	zinc finger protein 365 [Source:RGD Symbol;Acc:1565986]
ENSRNOG00000048088	10775.748648109555	3.291628585091099	0.18123192009780306	18.162521167986018	1.0222068402994599e-73	1.580889342470401e-70	25519.9228061911	16179.23809360652	16964.774614445043	2138.269873309492	1731.394271972803	2120.8922291323665	Mest	protein_coding	mesoderm specific transcript [Source:RGD Symbol;Acc:1594589]
ENSRNOG00000027582	5.4745680865107555	3.2908829626854965	1.1561118908206613	2.846509052293785	0.004420147249375364	0.014110629575224938	5.340013142119921	16.516366275824826	7.942723379805721	2.0115426842046022	1.036763037109463	0	Dpysl4	protein_coding	dihydropyrimidinase-like 4 [Source:RGD Symbol;Acc:2409]
ENSRNOG00000033280	5433.925395083151	3.280135052037195	0.39339206796749465	8.338081316647765	7.550564525553205e-17	2.8984933477849185e-15	12504.174773588007	9360.89347456307	7695.616430211766	738.236165103089	821.1163253906946	1483.5152016422783	Pam	protein_coding	peptidylglycine alpha-amidating monooxygenase [Source:RGD Symbol;Acc:3252]
ENSRNOG00000033673	16.305276760202563	3.27772814630601	0.6546319539505975	5.0069785419508674	5.529108812803651e-7	4.588351176751986e-6	34.17608410956749	27.20342680724089	27.358269419330817	4.0230853684092045	1.036763037109463	4.034031819557521	AABR07061532.1	protein_coding	macrophage migration inhibitory factor-like [Source:RGD Symbol;Acc:41233243]
ENSRNOG00000023474	14.433513090429523	3.2686453962787128	0.6939411088413322	4.710263384938159	2.4739686842032767e-6	1.7986982385363484e-5	28.836070967447572	21.374121062832128	28.24079423930923	1.0057713421023011	3.1102891113283886	4.034031819557521	Dazl	protein_coding	deleted in azoospermia-like [Source:RGD Symbol;Acc:1591714]
ENSRNOG00000021750	867.5021645602137	3.2654807879569763	0.2475749872430685	13.18986552042487	1.0036412085232733e-39	2.5380550727928293e-37	2210.765440837647	1035.6733205899568	1468.52130044408	185.0619269468234	126.48509052735447	178.5059080154203	Id1	protein_coding	inhibitor of DNA binding 1, HLH protein [Source:RGD Symbol;Acc:2858]
ENSRNOG00000020638	3.5558942555298905	3.245072032883531	1.3568967948992328	2.3915393160940583	0.016777886888385968	0.04412202994979472	5.340013142119921	7.772407659211683	6.177673739848895	0	1.036763037109463	1.0085079548893803	Hmx2	protein_coding	H6 family homeobox 2 [Source:RGD Symbol;Acc:1565366]
ENSRNOG00000016491	61.365467031155724	3.2258154631693525	0.3729384629325903	8.649725849683753	5.1623294564910494e-18	2.257623360252589e-16	100.39224707185451	136.98868499360591	95.31268055766866	9.05194207892071	8.294104296875703	18.153143188008844	Fam110d	protein_coding	family with sequence similarity 110, member D [Source:RGD Symbol;Acc:1564994]
ENSRNOG00000008680	12.275813366935576	3.225570453032968	0.7788462003784182	4.141472926831715	3.450826101049565e-5	1.9419600936505192e-4	11.748028912663825	29.14652872204381	25.593219779373992	2.0115426842046022	4.147052148437852	1.0085079548893803	Loxl1	protein_coding	lysyl oxidase-like 1 [Source:RGD Symbol;Acc:1308752]
ENSRNOG00000007455	50.65411096934552	3.2191325899989116	0.4464929425060627	7.209817409275625	5.602695294417419e-13	1.267460802508366e-11	50.196123535927256	125.33007350478839	98.84277983758231	11.063484763125313	12.441156445313554	6.051047729336281	Tmem132e	protein_coding	transmembrane protein 132E [Source:RGD Symbol;Acc:1565522]
ENSRNOG00000049075	45.54284974586474	3.1579598398589717	0.42629799801856944	7.407869271113517	1.283447237077141e-13	3.2108829995818124e-12	108.93626809924638	77.72407659211683	59.129162938553705	6.034628052613806	9.330867333985166	12.102095458672562		protein_coding	
ENSRNOG00000005177	157.57721226767072	3.1528040362305285	0.2502811760030612	12.59704819427557	2.1919519147701247e-36	4.971931463209248e-34	333.216820068283	237.05843360595634	279.76036793315706	39.22508234198974	26.955838964846034	29.246730691792024	Tp53i3	protein_coding	tumor protein p53 inducible protein 3 [Source:RGD Symbol;Acc:1304982]
ENSRNOG00000016116	5.020943164817534	3.1508433338099686	1.1405276086715443	2.762619080725267	0.005733964130972955	0.017623522637057257	7.476018398967889	11.658611488817526	7.942723379805721	2.0115426842046022	1.036763037109463	0	Hoxc12	protein_coding	homeo box C12 [Source:RGD Symbol;Acc:1310539]
ENSRNOG00000045658	11.51346270387972	3.1237258217696806	0.8162855771054925	3.8267561125436695	1.298430462103284e-4	6.338525321726807e-4	27.76806833902359	17.487917233226288	16.767971579589855	1.0057713421023011	0	6.051047729336281	AABR07044301.1	protein_coding	von Hippel-Lindau tumor suppressor-like [Source:RGD Symbol;Acc:1593748]
ENSRNOG00000047132	14.732805403595666	3.114923530818224	0.7409749668889519	4.2038174972313875	2.6245057686532302e-5	1.5259088221575103e-4	22.428055196903667	12.630162446218986	44.12624099892067	2.0115426842046022	5.1838151855473145	2.0170159097787606	Zfp182	protein_coding	zinc finger protein 182 [Source:RGD Symbol;Acc:6490591]
ENSRNOG00000019584	61.88211396776924	3.106114995366977	0.4473367291517649	6.94357246554907	3.823063559195882e-12	7.660536780805695e-11	69.42017084755896	185.56623286367895	77.66218415810039	17.098112815739118	13.477919482423017	8.068063639115042	Dlk1	protein_coding	delta like non-canonical Notch ligand 1 [Source:RGD Symbol;Acc:619931]
ENSRNOG00000058938	21.04767468212407	3.093434525384176	0.5903742431128719	5.2397857146907265	1.6076316396905734e-7	1.4775272530748804e-6	40.584099880111395	49.54909882747448	22.94564531943875	6.034628052613806	4.147052148437852	3.0255238646681404	Camkv	protein_coding	CaM kinase-like vesicle-associated [Source:RGD Symbol;Acc:621488]
ENSRNOG00000024526	227.38411681719484	3.0897457595615196	0.21202575680346328	14.572501974019842	4.2021447564463334e-48	1.8329970922221803e-45	469.921156506553	396.39279061979585	354.7749776313222	52.300109789319656	42.507284521487975	48.408381834690246	Ttc34	protein_coding	tetratricopeptide repeat domain 34 [Source:RGD Symbol;Acc:1304840]
ENSRNOG00000063630	6.433174904717879	3.08562542866735	0.9974096243623232	3.09363911606537	0.0019771783149042823	0.006981269716303789	9.612023655815857	11.658611488817526	13.237872299676201	0	2.073526074218926	2.0170159097787606	Dlx6	protein_coding	distal-less homeobox 6 [Source:RGD Symbol;Acc:1561539]
