gene	BeWo.CT	SCR.CT27	SCR.CT29
ENSG00000128965	0	0	1
ENSG00000129038	0	0	1
ENSG00000131471	0	0	1
ENSG00000131480	0	0	1
ENSG00000136111	0	0	1
ENSG00000136487	0	0	1
ENSG00000137860	0	0	1
ENSG00000139714	0	0	1
ENSG00000139946	0	0	1
ENSG00000158023	0	0	1
ENSG00000161653	0	0	1
ENSG00000165548	0	0	1
ENSG00000170412	0	0	1
ENSG00000173917	0	0	1
ENSG00000175155	0	0	1
ENSG00000178852	0	0	1
ENSG00000179094	0	0	1
ENSG00000179477	0	0	1
ENSG00000182963	0	0	1
ENSG00000185615	0	0	1
ENSG00000185829	0	0	1
ENSG00000187607	0	0	1
ENSG00000196470	0	0	1
ENSG00000198933	0	0	1
ENSG00000214946	0	0	1
ENSG00000277363	0	0	1
ENSG00000277481	0	0	1
ENSG00000065717	0	0	1
ENSG00000072071	0	0	1
ENSG00000074181	0	0	1
ENSG00000076826	0	0	1
ENSG00000077009	0	0	1
ENSG00000080573	0	0	1
ENSG00000087460	0	0	1
ENSG00000087589	0	0	1
ENSG00000099875	0	0	1
ENSG00000100979	0	0	1
ENSG00000101349	0	0	1
ENSG00000102290	0	0	1
ENSG00000104826	0	0	1
ENSG00000104827	0	0	1
ENSG00000105048	0	0	1
ENSG00000105137	0	0	1
ENSG00000105255	0	0	1
ENSG00000105388	0	0	1
ENSG00000105538	0	0	1
ENSG00000105550	0	0	1
ENSG00000127507	0	0	1
ENSG00000128309	0	0	1
ENSG00000130203	0	0	1
ENSG00000130208	0	0	1
ENSG00000130513	0	0	1
ENSG00000130876	0	0	1
ENSG00000131196	0	0	1
ENSG00000141384	0	0	1
ENSG00000141551	0	0	1
ENSG00000141905	0	0	1
ENSG00000142530	0	0	1
ENSG00000160200	0	0	1
ENSG00000166634	0	0	1
ENSG00000167037	0	0	1
ENSG00000167634	0	0	1
ENSG00000167680	0	0	1
ENSG00000167685	0	0	1
ENSG00000168234	0	0	1
ENSG00000169891	0	0	1
ENSG00000171124	0	0	1
ENSG00000174951	0	0	1
ENSG00000178150	0	0	1
ENSG00000178297	0	0	1
ENSG00000179846	0	0	1
ENSG00000182492	0	0	1
ENSG00000182871	0	0	1
ENSG00000183077	0	0	1
ENSG00000184205	0	0	1
ENSG00000185133	0	0	1
ENSG00000187045	0	0	1
ENSG00000188624	0	0	1
ENSG00000189052	0	0	1
ENSG00000196337	0	0	1
ENSG00000204653	0	0	1
ENSG00000213030	0	0	1
ENSG00000214456	0	0	1
ENSG00000268655	0	0	1
