gene	BeWo.CT	SCR.CT27	SCR.CT29	rTS_SCR	e13.5_WT	e18.5_WT
ENSG00000120688	0	0	0	1	0	0
ENSG00000213689	0	0	0	1	0	0
ENSG00000183597	0	0	0	1	0	0
ENSG00000058085	0	0	0	1	0	1
ENSG00000122512	0	0	0	1	0	0
ENSG00000166558	0	0	0	1	1	0
ENSG00000154319	0	0	0	1	0	0
ENSG00000204923	0	0	0	1	0	0
ENSG00000076770	0	0	0	1	0	0
ENSG00000163531	0	0	0	1	0	0
ENSG00000120690	0	0	0	1	0	0
ENSG00000154620	0	0	0	1	0	0
ENSG00000005884	0	0	0	1	0	1
ENSG00000114107	0	0	0	1	0	0
ENSG00000072832	0	0	0	1	0	0
ENSG00000142459	0	0	0	1	0	0
ENSG00000176896	0	0	0	1	0	0
ENSG00000257218	0	0	0	1	0	0
ENSG00000116032	0	0	0	1	0	0
ENSG00000144668	0	0	0	1	0	0
ENSG00000150764	0	0	0	1	0	0
ENSG00000176108	0	0	0	1	0	0
ENSG00000116406	0	0	0	1	0	0
ENSG00000164221	0	0	0	1	0	0
ENSG00000143195	0	0	0	1	0	1
ENSG00000157999	0	0	0	1	0	0
ENSG00000129048	0	0	0	1	0	1
ENSG00000221838	0	0	0	1	0	0
ENSG00000134760	0	0	0	1	0	1
ENSG00000146648	0	0	0	1	0	0
ENSG00000102057	0	0	0	1	0	0
ENSG00000204290	0	0	0	1	0	0
ENSG00000036565	0	0	0	1	0	1
ENSG00000196353	0	0	0	1	0	0
ENSG00000154710	0	0	0	1	0	0
ENSG00000196670	0	0	0	1	0	1
ENSG00000120885	0	0	0	1	0	1
ENSG00000243335	0	0	0	1	0	0
ENSG00000100867	0	0	0	1	0	0
ENSG00000101928	0	0	0	1	0	1
ENSG00000188167	0	0	0	1	0	0
ENSG00000146587	0	0	0	1	0	0
ENSG00000205903	0	0	0	1	0	1
ENSG00000102904	0	0	0	1	0	0
ENSG00000106261	0	0	0	1	0	0
ENSG00000164631	0	0	0	1	0	0
ENSG00000157181	0	0	0	1	0	0
ENSG00000275520	0	0	0	1	0	1
ENSG00000225396	0	0	0	1	0	1
ENSG00000283594	0	0	0	1	0	1
ENSG00000268994	0	0	0	1	0	1
ENSG00000090661	0	0	0	1	0	0
ENSG00000188039	0	0	0	1	0	0
ENSG00000226479	0	0	0	1	0	0
ENSG00000171044	0	0	0	1	0	1
ENSG00000061936	0	0	0	1	0	0
ENSG00000204301	0	0	0	1	0	0
ENSG00000123728	0	0	0	1	0	0
ENSG00000106346	0	0	0	1	0	1
ENSG00000120899	0	0	0	1	0	1
ENSG00000076944	0	0	0	1	0	0
ENSG00000175595	0	0	0	1	0	0
ENSG00000156504	0	0	0	1	0	0
ENSG00000143322	0	0	0	1	0	0
ENSG00000086730	0	0	0	1	0	1
ENSG00000132196	0	0	0	1	0	0
ENSG00000109846	0	0	0	1	1	1
ENSG00000176871	0	0	0	1	0	0
ENSG00000157064	0	0	0	1	0	0
ENSG00000150275	0	0	0	1	0	0
ENSG00000275713	0	0	0	1	0	0
ENSG00000143217	0	0	0	1	0	1
ENSG00000156500	0	0	0	1	0	0
ENSG00000126759	0	0	0	1	0	0
ENSG00000126524	0	0	0	1	0	0
ENSG00000166432	0	0	0	1	0	0
ENSG00000137628	0	0	0	1	0	1
ENSG00000235194	0	0	0	1	0	0
ENSG00000143222	0	0	0	1	0	0
ENSG00000106609	0	0	0	1	0	0
ENSG00000261701	0	0	0	1	0	0
ENSG00000257017	0	0	0	1	0	0
ENSG00000102786	0	0	0	1	0	0
ENSG00000122035	0	0	0	1	0	1
ENSG00000158373	0	0	0	1	0	0
ENSG00000186283	0	0	0	1	0	0
ENSG00000241258	0	0	0	1	0	0
ENSG00000116199	0	0	0	1	0	0
ENSG00000182095	0	0	0	1	0	0
ENSG00000273820	0	0	0	1	0	0
ENSG00000173281	0	0	0	1	0	0
ENSG00000166822	0	0	0	1	0	0
ENSG00000187664	0	0	0	1	1	0
ENSG00000147324	0	0	0	1	0	0
ENSG00000141756	0	0	0	1	0	0
ENSG00000165030	0	0	0	1	0	0
ENSG00000213996	0	0	0	1	0	0
ENSG00000139436	0	0	0	1	0	0
ENSG00000197540	0	0	0	1	0	0
ENSG00000165171	0	0	0	1	0	0
ENSG00000170464	0	0	0	1	0	0
ENSG00000205356	0	0	0	1	0	0
ENSG00000143183	0	0	0	1	0	0
ENSG00000152092	0	0	0	1	0	0
ENSG00000196872	0	0	0	1	0	1
ENSG00000129116	0	0	0	1	0	0
ENSG00000165023	0	0	0	1	1	0
ENSG00000276023	0	0	0	1	0	1
ENSG00000092054	0	0	0	1	1	0
ENSG00000049769	0	0	0	1	0	0
ENSG00000164916	0	0	0	1	0	0
ENSG00000173275	0	0	0	1	0	0
ENSG00000126522	0	0	0	1	0	0
ENSG00000180535	0	0	0	1	0	0
ENSG00000143149	0	0	0	1	0	0
ENSG00000135870	0	0	0	1	0	0
ENSG00000011275	0	0	0	1	0	0
ENSG00000120915	0	0	0	1	0	0
ENSG00000197037	0	0	0	1	0	0
ENSG00000084112	0	0	0	1	0	0
ENSG00000250305	0	0	0	1	1	0
ENSG00000197343	0	0	0	1	0	0
ENSG00000136003	0	0	0	1	0	0
ENSG00000163297	0	0	0	1	0	0
ENSG00000015592	0	0	0	1	0	1
ENSG00000133872	0	0	0	1	0	0
ENSG00000158796	0	0	0	1	0	0
ENSG00000060709	0	0	0	1	0	0
ENSG00000181215	0	0	0	1	0	1
ENSG00000168275	0	0	0	1	0	0
ENSG00000104755	0	0	0	1	0	0
ENSG00000130222	0	0	0	1	0	1
ENSG00000168334	0	0	0	1	1	0
ENSG00000162755	0	0	0	1	0	0
ENSG00000153037	0	0	0	1	0	0
ENSG00000204618	0	0	0	1	0	0
ENSG00000140474	0	0	0	1	0	0
ENSG00000129625	0	0	0	1	0	0
ENSG00000116183	0	0	0	1	1	0
ENSG00000106245	0	0	0	1	0	0
ENSG00000092295	0	0	0	1	0	0
ENSG00000078589	0	0	0	1	0	0
ENSG00000092421	0	0	0	1	0	1
ENSG00000197892	0	0	0	1	0	0
ENSG00000104325	0	0	0	1	0	0
ENSG00000116147	0	0	0	1	0	0
ENSG00000180182	0	0	0	1	0	0
ENSG00000179222	0	0	0	1	0	0
ENSG00000110887	0	0	0	1	0	0
ENSG00000160209	0	0	0	1	0	0
ENSG00000129562	0	0	0	1	0	0
ENSG00000124575	0	0	0	1	0	1
ENSG00000188243	0	0	0	1	0	0
ENSG00000204610	0	0	0	1	0	0
ENSG00000152061	0	0	0	1	0	0
ENSG00000081721	0	0	0	1	0	0
ENSG00000111450	0	0	0	1	0	0
ENSG00000073910	0	0	0	1	0	0
ENSG00000184481	0	0	0	1	0	0
ENSG00000155465	0	0	0	1	0	0
ENSG00000100889	0	0	0	1	0	0
ENSG00000156011	0	0	0	1	0	0
ENSG00000203737	0	0	0	1	0	0
ENSG00000144648	0	0	0	1	0	0
ENSG00000166589	0	0	0	1	0	0
ENSG00000111816	0	0	0	1	0	0
ENSG00000174600	0	0	0	1	0	1
ENSG00000196730	0	0	0	1	0	0
ENSG00000187630	0	0	0	1	0	0
ENSG00000157326	0	0	0	1	0	0
ENSG00000181191	0	0	0	1	0	0
ENSG00000102109	0	0	0	1	0	0
ENSG00000164776	0	0	0	1	0	0
ENSG00000161664	0	0	0	1	0	0
ENSG00000141404	0	0	0	1	0	0
ENSG00000129103	0	0	0	1	0	0
ENSG00000151657	0	0	0	1	0	0
ENSG00000002746	0	0	0	1	0	0
ENSG00000196155	0	0	0	1	0	0
ENSG00000183255	0	0	0	1	0	0
ENSG00000110906	0	0	0	1	0	0
ENSG00000172215	0	0	0	1	0	1
ENSG00000154864	0	0	0	1	1	0
ENSG00000198855	0	0	0	1	0	0
ENSG00000169902	0	0	0	1	1	0
ENSG00000108784	0	0	0	1	0	1
ENSG00000169905	0	0	0	1	0	1
ENSG00000148450	0	0	0	1	0	1
ENSG00000136160	0	0	0	1	1	1
ENSG00000157379	0	0	0	1	0	0
ENSG00000174527	0	0	0	1	0	0
ENSG00000076321	0	0	0	1	0	0
ENSG00000102241	0	0	0	1	0	0
ENSG00000143224	0	0	0	1	0	0
ENSG00000118777	0	0	0	1	0	0
ENSG00000168754	0	0	0	1	0	1
ENSG00000178802	0	0	0	1	0	0
ENSG00000196338	0	0	0	1	1	0
ENSG00000106009	0	0	0	1	0	0
ENSG00000158859	0	0	0	1	0	0
ENSG00000132915	0	0	0	1	0	0
ENSG00000158850	0	0	0	1	0	0
ENSG00000182628	0	0	0	1	0	0
ENSG00000102781	0	0	0	1	0	1
ENSG00000146729	0	0	0	1	0	0
ENSG00000106012	0	0	0	1	0	0
ENSG00000198832	0	0	0	1	0	0
ENSG00000158352	0	0	0	1	0	0
ENSG00000163823	0	0	0	1	1	0
ENSG00000116191	0	0	0	1	0	0
ENSG00000121101	0	0	0	1	0	0
ENSG00000239789	0	0	0	1	0	0
ENSG00000180730	0	0	0	1	0	0
ENSG00000156920	0	0	0	1	0	0
ENSG00000146535	0	0	0	1	0	1
ENSG00000160233	0	0	0	1	0	0
ENSG00000170482	0	0	0	1	0	0
ENSG00000080561	0	0	0	1	0	0
ENSG00000171786	0	0	0	1	0	0
ENSG00000157782	0	0	0	1	0	0
ENSG00000155026	0	0	0	1	0	0
ENSG00000169402	0	0	0	1	0	0
ENSG00000064607	0	0	0	1	0	0
ENSG00000102524	0	0	0	1	1	0
ENSG00000141644	0	0	0	1	0	0
ENSG00000101489	0	0	0	1	0	0
ENSG00000147010	0	0	0	1	1	0
ENSG00000140968	0	0	0	1	0	0
ENSG00000129675	0	0	0	1	0	1
ENSG00000197409	0	0	0	1	0	0
ENSG00000143226	0	0	0	1	0	0
ENSG00000072694	0	0	0	1	0	0
ENSG00000244682	0	0	0	1	0	0
ENSG00000150977	0	0	0	1	0	0
ENSG00000278828	0	0	0	1	0	0
ENSG00000034971	0	0	0	1	0	0
ENSG00000204928	0	0	0	1	0	0
ENSG00000213654	0	0	0	1	0	0
ENSG00000273542	0	0	0	1	0	0
ENSG00000269313	0	0	0	1	0	0
ENSG00000143952	0	0	0	1	0	0
ENSG00000204410	0	0	0	1	0	0
ENSG00000175787	0	0	0	1	0	0
ENSG00000135845	0	0	0	1	0	0
ENSG00000204444	0	0	0	1	0	1
ENSG00000169764	0	0	0	1	0	1
ENSG00000134962	0	0	0	1	0	1
ENSG00000163191	0	0	0	1	0	0
ENSG00000182782	0	0	0	1	0	1
ENSG00000255398	0	0	0	1	0	1
ENSG00000134769	0	0	0	1	0	0
ENSG00000101751	0	0	0	1	0	0
ENSG00000181826	0	0	0	1	0	0
ENSG00000180957	0	0	0	1	0	0
ENSG00000108187	0	0	0	1	0	0
ENSG00000100918	0	0	0	1	0	0
ENSG00000166562	0	0	0	1	0	0
ENSG00000204305	0	0	0	1	0	0
ENSG00000197959	0	0	0	1	0	0
ENSG00000165476	0	0	0	1	0	0
ENSG00000007944	0	0	0	1	0	0
ENSG00000033867	0	0	0	1	0	0
ENSG00000157110	0	0	0	1	0	0
ENSG00000076513	0	0	0	1	0	0
ENSG00000139908	0	0	0	1	0	0
ENSG00000188981	0	0	0	1	0	0
ENSG00000120907	0	0	0	1	0	0
ENSG00000115604	0	0	0	1	0	0
ENSG00000154654	0	0	0	1	0	0
ENSG00000140853	0	0	0	1	0	0
ENSG00000104957	0	0	0	1	0	0
ENSG00000196345	0	0	0	1	0	0
ENSG00000077327	0	0	0	1	0	0
ENSG00000173083	0	0	0	1	0	0
ENSG00000143207	0	0	0	1	0	0
ENSG00000150457	0	0	0	1	0	1
ENSG00000114904	0	0	0	1	0	0
ENSG00000163738	0	0	0	1	0	0
ENSG00000196498	0	0	0	1	0	0
ENSG00000102302	0	0	0	1	0	0
ENSG00000157093	0	0	0	1	0	0
ENSG00000122033	0	0	0	1	0	0
ENSG00000134757	0	0	0	1	0	1
ENSG00000120370	0	0	0	1	0	0
ENSG00000169299	0	0	0	1	0	0
ENSG00000124721	0	0	0	1	0	0
ENSG00000081923	0	0	0	1	0	0
ENSG00000184083	0	0	0	1	0	1
ENSG00000122218	0	0	0	1	0	0
ENSG00000123179	0	0	0	1	0	0
ENSG00000166343	0	0	0	1	0	0
ENSG00000183340	0	0	0	1	0	0
ENSG00000196632	0	0	0	1	0	0
ENSG00000158716	0	0	0	1	0	0
ENSG00000133121	0	0	0	1	0	0
ENSG00000157343	0	0	0	1	0	0
ENSG00000101670	0	0	0	1	0	0
ENSG00000143162	0	0	0	1	0	0
ENSG00000160194	0	0	0	1	0	0
ENSG00000117477	0	0	0	1	0	1
ENSG00000198169	0	0	0	1	0	0
ENSG00000076555	0	0	0	1	0	0
ENSG00000138308	0	0	0	1	0	1
ENSG00000156711	0	0	0	1	0	1
ENSG00000152213	0	0	0	1	0	1
ENSG00000198189	0	0	0	1	0	1
ENSG00000152520	0	0	0	1	0	0
ENSG00000162994	0	0	0	1	0	0
ENSG00000167216	0	0	0	1	0	0
ENSG00000000457	0	0	0	1	0	0
ENSG00000079557	0	0	0	1	0	0
ENSG00000117475	0	0	0	1	0	0
ENSG00000100014	0	0	0	1	0	1
ENSG00000100104	0	0	0	1	0	0
ENSG00000100109	0	0	0	1	0	0
ENSG00000160284	0	0	0	1	0	0
ENSG00000142185	0	0	0	1	0	0
ENSG00000130783	0	0	0	1	0	0
ENSG00000189195	0	0	0	1	0	0
ENSG00000118804	0	0	0	1	1	0
ENSG00000115526	0	0	0	1	0	0
ENSG00000130948	0	0	0	1	1	1
ENSG00000049759	0	0	0	1	0	0
ENSG00000275074	0	0	0	1	0	0
ENSG00000013561	0	0	0	1	0	0
ENSG00000139697	0	0	0	1	0	0
ENSG00000268940	0	0	0	1	0	0
ENSG00000270946	0	0	0	1	0	0
ENSG00000228836	0	0	0	1	0	0
ENSG00000271449	0	0	0	1	0	0
ENSG00000278289	0	0	0	1	0	0
ENSG00000269586	0	0	0	1	0	0
ENSG00000278085	0	0	0	1	0	0
ENSG00000273696	0	0	0	1	0	0
ENSG00000269096	0	0	0	1	0	0
ENSG00000182885	0	0	0	1	0	0
ENSG00000170485	0	0	0	1	0	0
ENSG00000182870	0	0	0	1	0	0
ENSG00000197620	0	0	0	1	0	0
ENSG00000197021	0	0	0	1	0	0
ENSG00000112365	0	0	0	1	0	0
ENSG00000132938	0	0	0	1	0	0
ENSG00000164708	0	0	0	1	0	0
ENSG00000160223	0	0	0	1	0	1
ENSG00000139722	0	0	0	1	0	0
ENSG00000168481	0	0	0	1	0	0
ENSG00000130787	0	0	0	1	0	0
ENSG00000173626	0	0	0	1	0	0
ENSG00000111863	0	0	0	1	0	0
ENSG00000135587	0	0	0	1	0	0
ENSG00000169245	0	0	0	1	1	1
ENSG00000086598	0	0	0	1	0	0
ENSG00000115590	0	0	0	1	0	1
ENSG00000196684	0	0	0	1	0	0
ENSG00000104722	0	0	0	1	1	0
ENSG00000178605	0	0	0	1	0	0
ENSG00000113555	0	0	0	1	0	0
ENSG00000146674	0	0	0	1	0	1
ENSG00000134030	0	0	0	1	0	0
ENSG00000141682	0	0	0	1	0	1
ENSG00000020577	0	0	0	1	0	0
ENSG00000188373	0	0	0	1	0	1
ENSG00000171224	0	0	0	1	0	0
ENSG00000137434	0	0	0	1	0	0
ENSG00000166510	0	0	0	1	0	0
ENSG00000056972	0	0	0	1	0	0
ENSG00000277150	0	0	0	1	0	0
ENSG00000288722	0	0	0	1	0	0
ENSG00000288709	0	0	0	1	0	0
ENSG00000204248	0	0	0	1	0	0
ENSG00000166278	0	0	0	1	0	1
ENSG00000132874	0	0	0	1	0	1
ENSG00000079393	0	0	0	1	0	0
ENSG00000164530	0	0	0	1	1	1
ENSG00000112167	0	0	0	1	0	0
ENSG00000188716	0	0	0	1	0	0
ENSG00000109576	0	0	0	1	0	1
ENSG00000197971	0	0	0	1	0	1
ENSG00000164120	0	0	0	1	1	1
ENSG00000166321	0	0	0	1	0	0
ENSG00000177791	0	0	0	1	0	0
ENSG00000035403	0	0	0	1	0	0
ENSG00000214655	0	0	0	1	0	0
ENSG00000156042	0	0	0	1	0	1
ENSG00000186340	0	0	0	0	1	0
ENSG00000183134	0	0	0	0	1	1
ENSG00000134245	0	0	0	0	1	0
ENSG00000150687	0	0	0	0	1	0
ENSG00000105374	0	0	0	0	1	0
ENSG00000121898	0	0	0	0	1	0
ENSG00000099194	0	0	0	0	1	0
ENSG00000153093	0	0	0	0	1	0
ENSG00000106038	0	0	0	0	1	0
ENSG00000145506	0	0	0	0	1	1
ENSG00000156049	0	0	0	0	1	0
ENSG00000156218	0	0	0	0	1	0
ENSG00000181104	0	0	0	0	1	0
ENSG00000171643	0	0	0	0	1	0
ENSG00000110436	0	0	0	0	1	0
ENSG00000107679	0	0	0	0	1	1
ENSG00000175928	0	0	0	0	1	0
ENSG00000104783	0	0	0	0	1	1
ENSG00000204370	0	0	0	0	1	0
ENSG00000078804	0	0	0	0	1	1
ENSG00000168899	0	0	0	0	1	1
ENSG00000172575	0	0	0	0	1	0
ENSG00000164199	0	0	0	0	1	1
ENSG00000175229	0	0	0	0	1	0
ENSG00000086991	0	0	0	0	1	1
ENSG00000115325	0	0	0	0	1	0
ENSG00000118369	0	0	0	0	1	0
ENSG00000078295	0	0	0	0	1	0
ENSG00000198915	0	0	0	0	1	0
ENSG00000154310	0	0	0	0	1	0
ENSG00000064989	0	0	0	0	1	0
ENSG00000113296	0	0	0	0	1	1
ENSG00000137843	0	0	0	0	1	0
ENSG00000137801	0	0	0	0	1	1
ENSG00000164035	0	0	0	0	1	0
ENSG00000177409	0	0	0	0	1	1
ENSG00000105722	0	0	0	0	1	0
ENSG00000133107	0	0	0	0	1	1
ENSG00000148908	0	0	0	0	1	0
ENSG00000167332	0	0	0	0	1	0
ENSG00000169035	0	0	0	0	1	0
ENSG00000125872	0	0	0	0	1	0
ENSG00000124466	0	0	0	0	1	0
ENSG00000078549	0	0	0	0	1	1
ENSG00000137501	0	0	0	0	1	0
ENSG00000150893	0	0	0	0	1	0
ENSG00000118156	0	0	0	0	1	0
ENSG00000127920	0	0	0	0	1	0
ENSG00000154930	0	0	0	0	1	1
ENSG00000134242	0	0	0	0	1	0
ENSG00000146416	0	0	0	0	1	1
ENSG00000177301	0	0	0	0	1	0
ENSG00000189056	0	0	0	0	1	0
ENSG00000168743	0	0	0	0	1	0
ENSG00000101311	0	0	0	0	1	0
ENSG00000090932	0	0	0	0	1	0
ENSG00000166947	0	0	0	0	1	0
ENSG00000186642	0	0	0	0	1	0
ENSG00000013293	0	0	0	0	1	0
ENSG00000157087	0	0	0	0	1	0
ENSG00000142089	0	0	0	0	1	1
ENSG00000185885	0	0	0	0	1	1
ENSG00000185201	0	0	0	0	1	1
ENSG00000149150	0	0	0	0	1	0
ENSG00000125848	0	0	0	0	1	0
ENSG00000003137	0	0	0	0	1	1
ENSG00000125813	0	0	0	0	1	0
ENSG00000140479	0	0	0	0	1	1
ENSG00000137825	0	0	0	0	1	0
ENSG00000112972	0	0	0	0	1	0
ENSG00000160838	0	0	0	0	1	0
ENSG00000134160	0	0	0	0	1	1
ENSG00000125845	0	0	0	0	1	0
ENSG00000162614	0	0	0	0	1	0
ENSG00000066468	0	0	0	0	1	1
ENSG00000108018	0	0	0	0	1	0
ENSG00000071242	0	0	0	0	1	0
ENSG00000010379	0	0	0	0	1	0
ENSG00000124191	0	0	0	0	1	0
ENSG00000182621	0	0	0	0	1	0
ENSG00000162618	0	0	0	0	1	0
ENSG00000012124	0	0	0	0	1	0
ENSG00000164099	0	0	0	0	1	0
ENSG00000239382	0	0	0	0	1	1
ENSG00000182170	0	0	0	0	1	1
ENSG00000145431	0	0	0	0	1	0
ENSG00000149043	0	0	0	0	1	1
ENSG00000140450	0	0	0	0	1	1
ENSG00000075886	0	0	0	0	1	0
ENSG00000178175	0	0	0	0	1	0
ENSG00000119922	0	0	0	0	1	1
ENSG00000182168	0	0	0	0	1	0
ENSG00000248905	0	0	0	0	1	1
ENSG00000186480	0	0	0	0	1	0
ENSG00000105974	0	0	0	0	1	0
ENSG00000169550	0	0	0	0	1	0
ENSG00000164318	0	0	0	0	1	0
ENSG00000099260	0	0	0	0	1	0
ENSG00000105971	0	0	0	0	1	0
ENSG00000184292	0	0	0	0	1	0
ENSG00000204950	0	0	0	0	1	0
ENSG00000166501	0	0	0	0	1	0
ENSG00000138193	0	0	0	0	1	1
ENSG00000196814	0	0	0	0	1	0
ENSG00000187122	0	0	0	0	1	0
ENSG00000153993	0	0	0	0	1	0
ENSG00000164707	0	0	0	0	1	0
ENSG00000183508	0	0	0	0	1	0
ENSG00000118971	0	0	0	0	1	0
ENSG00000026103	0	0	0	0	1	0
ENSG00000085563	0	0	0	0	1	0
ENSG00000119125	0	0	0	0	1	1
ENSG00000091428	0	0	0	0	1	1
ENSG00000125618	0	0	0	0	1	0
ENSG00000154269	0	0	0	0	1	0
ENSG00000054219	0	0	0	0	1	1
ENSG00000071967	0	0	0	0	1	1
ENSG00000162373	0	0	0	0	1	1
ENSG00000158445	0	0	0	0	1	0
ENSG00000265107	0	0	0	0	1	0
ENSG00000183615	0	0	0	0	1	0
ENSG00000107593	0	0	0	0	1	0
ENSG00000183580	0	0	0	0	1	1
ENSG00000043591	0	0	0	0	1	0
ENSG00000059377	0	0	0	0	1	1
ENSG00000142765	0	0	0	0	1	0
ENSG00000061918	0	0	0	0	1	0
ENSG00000144061	0	0	0	0	1	1
ENSG00000107821	0	0	0	0	1	0
ENSG00000173530	0	0	0	0	1	0
ENSG00000118526	0	0	0	0	1	0
ENSG00000107984	0	0	0	0	1	0
ENSG00000128710	0	0	0	0	1	1
ENSG00000112992	0	0	0	0	1	1
ENSG00000169604	0	0	0	0	1	0
ENSG00000146411	0	0	0	0	1	0
ENSG00000143603	0	0	0	0	1	0
ENSG00000197635	0	0	0	0	1	0
ENSG00000146374	0	0	0	0	1	0
ENSG00000223572	0	0	0	0	1	0
ENSG00000237289	0	0	0	0	1	0
ENSG00000130226	0	0	0	0	1	0
ENSG00000113319	0	0	0	0	1	1
ENSG00000130590	0	0	0	0	1	0
ENSG00000088320	0	0	0	0	1	1
ENSG00000013016	0	0	0	0	1	1
ENSG00000110900	0	0	0	0	1	0
ENSG00000115339	0	0	0	0	1	0
ENSG00000069431	0	0	0	0	1	0
ENSG00000115738	0	0	0	0	1	1
ENSG00000055118	0	0	0	0	1	0
ENSG00000106123	0	0	0	0	1	0
ENSG00000165125	0	0	0	0	1	0
ENSG00000115232	0	0	0	0	1	0
ENSG00000183032	0	0	0	0	1	0
ENSG00000188452	0	0	0	0	1	0
ENSG00000180801	0	0	0	0	1	0
ENSG00000196378	0	0	0	0	1	0
ENSG00000183023	0	0	0	0	1	0
ENSG00000164695	0	0	0	0	1	1
ENSG00000187010	0	0	0	0	1	0
ENSG00000188672	0	0	0	0	1	0
ENSG00000172572	0	0	0	0	1	0
ENSG00000172346	0	0	0	0	1	1
ENSG00000173372	0	0	0	0	1	0
ENSG00000115194	0	0	0	0	1	0
ENSG00000154451	0	0	0	0	1	1
ENSG00000100312	0	0	0	0	1	0
ENSG00000134817	0	0	0	0	1	0
ENSG00000083720	0	0	0	0	1	1
ENSG00000164070	0	0	0	0	1	0
ENSG00000180758	0	0	0	0	1	0
ENSG00000131055	0	0	0	0	1	0
ENSG00000134531	0	0	0	0	1	1
ENSG00000179832	0	0	0	0	1	0
ENSG00000162482	0	0	0	0	1	0
ENSG00000151229	0	0	0	0	1	0
ENSG00000197992	0	0	0	0	1	0
ENSG00000145569	0	0	0	0	1	0
ENSG00000115226	0	0	0	0	1	1
ENSG00000162645	0	0	0	0	1	1
ENSG00000251322	0	0	0	0	1	0
ENSG00000148848	0	0	0	0	1	1
ENSG00000136235	0	0	0	0	1	0
ENSG00000188130	0	0	0	0	1	0
ENSG00000139292	0	0	0	0	1	0
ENSG00000114544	0	0	0	0	1	0
ENSG00000138696	0	0	0	0	1	0
ENSG00000151136	0	0	0	0	1	0
ENSG00000106511	0	0	0	0	1	0
ENSG00000120937	0	0	0	0	1	0
ENSG00000128298	0	0	0	0	1	0
ENSG00000119699	0	0	0	0	1	1
ENSG00000165521	0	0	0	0	1	0
ENSG00000117115	0	0	0	0	1	1
ENSG00000111110	0	0	0	0	1	1
ENSG00000158747	0	0	0	0	1	1
ENSG00000127329	0	0	0	0	1	0
ENSG00000151746	0	0	0	0	1	1
ENSG00000198911	0	0	0	0	1	0
ENSG00000116678	0	0	0	0	1	0
ENSG00000168952	0	0	0	0	1	0
ENSG00000149418	0	0	0	0	1	0
ENSG00000100311	0	0	0	0	1	0
ENSG00000100628	0	0	0	0	1	0
ENSG00000071575	0	0	0	0	1	0
ENSG00000106031	0	0	0	0	1	0
ENSG00000215788	0	0	0	0	1	0
ENSG00000164694	0	0	0	0	1	0
ENSG00000158292	0	0	0	0	1	1
ENSG00000119938	0	0	0	0	1	0
ENSG00000017427	0	0	0	0	1	0
ENSG00000068615	0	0	0	0	1	1
ENSG00000138613	0	0	0	0	1	1
ENSG00000100612	0	0	0	0	1	1
ENSG00000121440	0	0	0	0	1	1
ENSG00000144115	0	0	0	0	1	0
ENSG00000187098	0	0	0	0	1	1
ENSG00000133243	0	0	0	0	1	0
ENSG00000137944	0	0	0	0	1	0
ENSG00000137634	0	0	0	0	1	0
ENSG00000103316	0	0	0	0	1	1
ENSG00000134955	0	0	0	0	1	1
ENSG00000188677	0	0	0	0	1	0
ENSG00000155974	0	0	0	0	1	0
ENSG00000153714	0	0	0	0	1	0
ENSG00000162391	0	0	0	0	1	1
ENSG00000162390	0	0	0	0	1	1
ENSG00000171680	0	0	0	0	1	0
ENSG00000030304	0	0	0	0	1	1
ENSG00000185482	0	0	0	0	1	0
ENSG00000185633	0	0	0	0	1	0
ENSG00000151690	0	0	0	0	1	0
ENSG00000173406	0	0	0	0	1	0
ENSG00000198121	0	0	0	0	1	0
ENSG00000118997	0	0	0	0	1	1
ENSG00000138944	0	0	0	0	1	0
ENSG00000204381	0	0	0	0	1	0
ENSG00000077942	0	0	0	0	1	1
ENSG00000132561	0	0	0	0	1	0
ENSG00000170962	0	0	0	0	1	1
ENSG00000151320	0	0	0	0	1	1
ENSG00000179841	0	0	0	0	1	0
ENSG00000119411	0	0	0	0	1	0
ENSG00000132329	0	0	0	0	1	1
ENSG00000119457	0	0	0	0	1	1
ENSG00000104490	0	0	0	0	1	0
ENSG00000019505	0	0	0	0	1	0
ENSG00000163701	0	0	0	0	1	1
ENSG00000091592	0	0	0	0	1	0
ENSG00000204403	0	0	0	0	1	1
ENSG00000076706	0	0	0	0	1	0
ENSG00000112116	0	0	0	0	1	0
ENSG00000166426	0	0	0	0	1	0
ENSG00000115474	0	0	0	0	1	0
ENSG00000182667	0	0	0	0	1	0
ENSG00000269113	0	0	0	0	1	1
ENSG00000154096	0	0	0	0	1	0
ENSG00000095397	0	0	0	0	1	0
ENSG00000162722	0	0	0	0	1	0
ENSG00000185760	0	0	0	0	1	0
ENSG00000157470	0	0	0	0	1	0
ENSG00000182793	0	0	0	0	1	0
ENSG00000177076	0	0	0	0	1	1
ENSG00000260458	0	0	0	0	1	0
ENSG00000184185	0	0	0	0	1	0
ENSG00000118898	0	0	0	0	1	0
ENSG00000267909	0	0	0	0	1	0
ENSG00000147059	0	0	0	0	1	0
ENSG00000186787	0	0	0	0	1	0
ENSG00000144485	0	0	0	0	1	0
ENSG00000135363	0	0	0	0	1	0
ENSG00000171951	0	0	0	0	1	0
ENSG00000113532	0	0	0	0	1	1
ENSG00000141736	0	0	0	0	1	0
ENSG00000137124	0	0	0	0	1	0
ENSG00000139266	0	0	0	0	1	0
ENSG00000153904	0	0	0	0	1	1
ENSG00000124019	0	0	0	0	1	0
ENSG00000198844	0	0	0	0	1	0
