Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SCR.1	SCR.2	SCR.3	shPLAC1.1	shPLAC1.2	shPLAC1.3	gene_biotype	external_gene_name	description
ENSG00000103740.10	51.333229407424994	1.1305512929301704	0.3141257204645971	3.599040827532577	3.1939304808279915e-4	0.008800348401765265	47.766970694921724	85.83488940844876	77.32245163226979	25.58289751409692	29.013050775370264	42.4791164194425	protein_coding	ACSBG1	acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567]
ENSG00000007237.19	745.9665782179019	1.1131996977760588	0.11320048267547977	9.833877660816615	8.045970713779094e-23	4.467122940290153e-19	925.4850572141083	1065.0909933048372	1070.4640706493453	429.79267823682824	500.47512587513705	484.491544027155	protein_coding	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]
ENSG00000129993.15	229.33281605660812	1.1050665419138042	0.19304058077632683	5.724529720485186	1.0372064999244797e-8	2.1328038842891523e-6	241.8202891430412	352.5691156347035	343.4321877693022	127.9144875704846	119.67883444840234	190.581981773715	protein_coding	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3 [Source:HGNC Symbol;Acc:HGNC:1537]
ENSG00000170004.19	501.4950227507899	1.0690687504174552	0.1705955097126654	6.266687512573404	3.6880921001361186e-10	1.321050796126176e-7	551.3104534372216	728.2121262716781	756.1533257025864	283.45850445619385	259.30414130487173	430.5315853321875	protein_coding	CHD3	chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]
ENSG00000125170.11	42.81853605276036	1.0632519185885456	0.3166140445948683	3.3581956856937825	7.845305233656896e-4	0.017014505725493394	47.766970694921724	55.377348005450806	70.29313784751798	26.606213414660797	23.573103754988338	33.2944425990225	protein_coding	DOK4	docking protein 4 [Source:HGNC Symbol;Acc:HGNC:19868]
ENSG00000177096.9	207.4082051201042	1.0525521888833183	0.18819249005485483	5.592955322375072	2.2323675018407615e-8	4.063640777121281e-6	216.94165857276948	335.95591123306826	287.1976774912878	156.56733278627314	138.71864901973908	109.0680016174875	protein_coding	PHETA2	PH domain containing endocytic trafficking adaptor 2 [Source:HGNC Symbol;Acc:HGNC:27161]
ENSG00000131914.11	51.34461821707395	1.0368090167451534	0.3226209685263397	3.2137062308165047	0.001310336609048483	0.024660979164193825	60.703858591463025	68.29872920672267	77.32245163226979	21.489633911841413	26.293077265179303	53.9599586949675	protein_coding	LIN28A	lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986]
ENSG00000244694.8	142.94114394144546	1.0214038791747257	0.1948838105803498	5.241091479754318	1.5962954871652826e-7	2.1355741071666623e-5	152.257219090063	204.896187620168	216.9045396437698	98.23832645413218	84.31917881591983	101.03141202462	protein_coding	PTCHD4	patched domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21345]
ENSG00000189001.11	60.932886901974356	1.0190918081641167	0.3451421989195313	2.952672293780322	0.003150362085374205	0.04515076797496276	50.75240636335433	99.67922640981146	93.38945456884532	28.65284521578855	25.38641942844898	67.7369694255975	protein_coding	SBSN	suprabasin [Source:HGNC Symbol;Acc:HGNC:24950]
ENSG00000138346.15	69.4669601080009	1.008082068933753	0.2604976933427738	3.8698310760367325	1.089107896358895e-4	0.0036898203855980347	70.65531081957171	101.52513800999316	106.44389445481295	39.90932012199119	53.49281236708892	44.7752848745475	protein_coding	DNA2	DNA replication helicase/nuclease 2 [Source:HGNC Symbol;Acc:HGNC:2939]
ENSG00000084674.15	61.34390934129693	1.0038807437618085	0.32674367983473995	3.0723799899344653	0.0021235920465539023	0.03483767709215561	49.75726114054346	111.67765181099246	83.34757773348561	30.699477016916305	31.733024285561225	60.8484640602825	protein_coding	APOB	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]
ENSG00000127084.19	174.68515367916044	0.9909553029041915	0.21542150762330597	4.600075980514502	4.223368659961201e-6	0.00027424728421174955	152.257219090063	300.8835908296161	244.01760709924102	104.37822185751543	126.02543930551458	120.5488438930125	protein_coding	FGD3	FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]
ENSG00000115935.19	99.50657843751021	0.9894906710418822	0.21665176102011618	4.5671942216523576	4.942959757776952e-6	3.0835182668738923e-4	133.34945985665647	120.90720981190093	142.59465106210791	53.21242682932159	68.90599559150438	78.06972747357	protein_coding	WIPF1	WAS/WASL interacting protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12736]
ENSG00000166831.9	70.330874816512	0.9849955533114981	0.2865622847524792	3.437282593423964	5.875822122452529e-4	0.013706959841956487	71.65045604238259	105.21696121035654	102.42714372066906	42.979267823682825	30.826366448830903	68.88505365315	protein_coding	RBPMS2	RNA binding protein, mRNA processing factor 2 [Source:HGNC Symbol;Acc:HGNC:19098]
ENSG00000140398.14	117.52139049115408	0.9576265638847448	0.20115423413365802	4.760658248180074	1.929625621608534e-6	1.4284375268227442e-4	151.26207386725213	178.13046941753345	135.56533727735612	74.70206074116301	77.06591612207727	88.4024855215425	protein_coding	NEIL1	nei like DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:18448]
ENSG00000163909.8	79.64410099205678	0.9435778040867999	0.2730229112042776	3.4560389086936687	5.481761867257547e-4	0.01306212098155103	82.59705349330214	117.21538661153754	113.47320823956476	55.259058630449346	33.546339959021864	75.773559018465	protein_coding	HEYL	hes related family bHLH transcription factor with YRPW motif like [Source:HGNC Symbol;Acc:HGNC:4882]
ENSG00000049089.15	254.7603964281614	0.9411144344795271	0.19272261326533666	4.8832589935038895	1.0434666822528841e-6	8.777768211921232e-5	267.6940649361238	368.2593642362479	367.53269217416545	143.26422607894276	144.15859604012098	237.65343510336749	protein_coding	COL9A2	collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]
ENSG00000182472.9	104.34617011521426	0.9390772096833002	0.2698123974245231	3.480482063267668	5.00512336164192e-4	0.012323035434073587	106.480538840763	172.59273461698837	132.5527742267482	38.88600422142732	95.19907285668367	80.365895928675	protein_coding	CAPN12	calpain 12 [Source:HGNC Symbol;Acc:HGNC:13249]
ENSG00000128886.12	85.93435062399118	0.9376800805524622	0.23808596213766337	3.938409774912674	8.202342634835435e-5	0.0029475343889065592	109.46597450919562	106.13991701044739	123.51508507492446	41.955951923118946	72.53262693842566	61.996548287835	protein_coding	ELL3	elongation factor for RNA polymerase II 3 [Source:HGNC Symbol;Acc:HGNC:23113]
ENSG00000187764.12	152.88342222467983	0.934340712507862	0.1901675610766897	4.91324970051578	8.957907154233939e-7	7.770984456297942e-5	204.99991589903905	198.43549701953208	197.82497365658634	82.88858794567402	98.82570420360496	134.3258546236425	protein_coding	SEMA4D	semaphorin 4D [Source:HGNC Symbol;Acc:HGNC:10732]
ENSG00000178821.13	54.20036667183823	0.923434325783668	0.2740341978766618	3.3697776881091697	7.522884976156668e-4	0.01657422912207215	61.699003814273894	75.68237560744944	75.31407626519784	35.81605651973569	35.35965563248251	41.33103219189	protein_coding	TMEM52	transmembrane protein 52 [Source:HGNC Symbol;Acc:HGNC:27916]
ENSG00000009694.14	230.86100539263361	0.9234304175631225	0.16440603936062462	5.616767006579229	1.9456349629115723e-8	3.7248845910638098e-6	292.5726955063956	315.65088363106963	297.23955432664746	141.217594277815	138.71864901973908	199.766655594135	protein_coding	TENM1	teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]
ENSG00000103528.17	508.7724015541863	0.9172899542166952	0.1477705313597235	6.207529645973194	5.382395773300352e-10	1.6153006126142462e-7	589.1259719040346	775.2828720763114	629.6256775770539	308.0180860697269	320.05021636580324	430.5315853321875	protein_coding	SYT17	synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119]
ENSG00000172201.12	61.06019439569432	0.9020466153341055	0.27834786561832064	3.2407168394494543	0.0011922955341720394	0.023170676496704973	89.56307005297823	76.60533140754029	73.3057008981259	37.86268832086344	58.02610155074053	30.9982741439175	protein_coding	ID4	inhibitor of DNA binding 4 [Source:HGNC Symbol;Acc:HGNC:5363]
ENSG00000185988.15	815.4754245835037	0.8983460131063512	0.2806079366378689	3.2014276711841108	0.001367484016370712	0.025349820563907156	960.3151400124888	1230.3000815210987	994.1458067006115	394.99993761765643	747.0860574657843	566.0055241833825	protein_coding	PLK5	polo like kinase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:27001]
ENSG00000185838.14	91.92058685984861	0.8965913926308704	0.22464419881642148	3.991162012438888	6.575034283278813e-5	0.0024336393560509314	117.42713629168257	129.21381201271856	111.4648328724928	53.21242682932159	59.83941722420117	80.365895928675	protein_coding	GNB1L	G protein subunit beta 1 like [Source:HGNC Symbol;Acc:HGNC:4397]
ENSG00000135414.10	74.96597299461327	0.8956740625114841	0.3009179477189361	2.9764727205572434	0.0029158502203112443	0.04299814189420459	75.63103693362606	91.37262420899384	124.51927275846043	45.02589962481058	31.733024285561225	81.5139801562275	protein_coding	GDF11	growth differentiation factor 11 [Source:HGNC Symbol;Acc:HGNC:4216]
ENSG00000037280.16	89.97679747281342	0.883191436506367	0.29912510993485214	2.9525820707553483	0.0031512828873015253	0.04515076797496276	56.72327770021955	164.28613241617074	128.53602349260433	58.32900633214098	56.212785877279885	75.773559018465	protein_coding	FLT4	fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]
ENSG00000067798.16	80.64886702536994	0.8802145399093918	0.2487007013169503	3.5392523432719423	4.012620813886801e-4	0.010386046973752689	85.58248916173476	112.6006076110833	114.47739592310072	54.23574272988547	43.5195761630554	73.47739056336	protein_coding	NAV3	neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]
ENSG00000142627.13	1505.6953500294078	0.880171760109531	0.11555809303418613	7.616703746133518	2.602356780685892e-14	2.064040692338296e-11	1717.6206545715602	2062.8062132030427	2071.6391911347087	953.7304193255331	1009.110172280847	1219.265449660755	protein_coding	EPHA2	EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]
ENSG00000182264.9	94.73510099628612	0.8758487016903749	0.2674196764546166	3.2751842097117105	0.001055930954370437	0.02125026322690038	110.46111973200648	135.6745026133545	120.50252202431655	48.09584732650221	48.052865346707	105.62374893483	protein_coding	IZUMO1	izumo sperm-egg fusion 1 [Source:HGNC Symbol;Acc:HGNC:28539]
ENSG00000122133.17	1237.8063866032126	0.8756058030431793	0.14758948373464298	5.932711334755163	2.97972472012906e-9	7.039758147300656e-7	1256.8684164101278	1777.612870974971	1770.3828860739172	848.3288815674539	716.2596910169534	1057.3855735758525	protein_coding	PAEP	progestagen associated endometrial protein [Source:HGNC Symbol;Acc:HGNC:8573]
ENSG00000111886.11	74.56389685622507	0.8743902455390296	0.26020307549969474	3.3604147216932314	7.782555252933165e-4	0.016944606574229387	75.63103693362606	122.75312141208262	91.38107920177339	45.02589962481058	64.37270640785277	48.219537557205	protein_coding	GABRR2	gamma-aminobutyric acid type A receptor subunit rho2 [Source:HGNC Symbol;Acc:HGNC:4091]
ENSG00000180875.5	259.0878745041632	0.8725294189235748	0.15711748429941993	5.553356603271404	2.8023556344929234e-8	4.728978278609778e-6	276.65037194142167	374.72005483688383	354.47825228819784	185.2201780020617	195.83809273374928	167.620297222665	protein_coding	GREM2	gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:17655]
ENSG00000203783.5	4208.277123497903	0.8715647517122418	0.27298134364194604	3.19276306609225	0.0014091852086785873	0.0258139183144591	4412.473917943394	5869.075932777695	6044.205667203011	2319.857146578309	2676.4539340279066	3927.5961424571024	protein_coding	PRR9	proline rich 9 [Source:HGNC Symbol;Acc:HGNC:32057]
ENSG00000173531.16	133.5799380981121	0.8594612186358196	0.24333218763685796	3.5320490354463714	4.123528846837151e-4	0.010574518317616565	99.51452228108693	191.97480641889615	224.93804111205756	95.16837875244055	88.85246799957143	101.03141202462	protein_coding	MST1	macrophage stimulating 1 [Source:HGNC Symbol;Acc:HGNC:7380]
ENSG00000211448.14	987.0549391016659	0.8555745868892055	0.2834505616479392	3.018426147808714	0.002540913243236998	0.03898000557404887	922.4996215456757	1401.0469045379054	1490.2145223673813	595.5698541281763	612.9006976296968	900.09803440116	protein_coding	DIO2	iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]
ENSG00000140986.8	78.35190357422289	0.8466602277272165	0.24537972842766753	3.4504082026351783	5.597394919321064e-4	0.013252339698111109	83.59219871611302	100.60218220990231	117.48995897370864	46.04921552537446	53.49281236708892	68.88505365315	protein_coding	RPL3L	ribosomal protein L3 like [Source:HGNC Symbol;Acc:HGNC:10351]
ENSG00000196218.14	424.2861353171813	0.8448939007007468	0.16848453376396244	5.014667410863935	5.31252796258489e-7	5.2669920086198765e-5	409.9998317980781	704.2152754693161	520.169220071633	277.3186090528106	296.47711261081486	337.536762900435	protein_coding	RYR1	ryanodine receptor 1 [Source:HGNC Symbol;Acc:HGNC:10483]
ENSG00000137070.19	142.52780897529578	0.8257163616314837	0.23417914536890583	3.526002968072672	4.218822407988123e-4	0.01076915034903451	161.2135260953608	227.97008262243915	158.66165399868345	91.07511515018503	145.06525387685133	71.181222108255	protein_coding	IL11RA	interleukin 11 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5967]
ENSG00000124429.18	239.04414360718087	0.8095628332005744	0.20835619768261732	3.8854751728276256	1.0212993042994747e-4	0.0035218967313482507	185.09701144282167	370.1052758364296	357.49081533880576	176.01033489698682	159.57177926453645	185.989644863505	protein_coding	POF1B	POF1B actin binding protein [Source:HGNC Symbol;Acc:HGNC:13711]
ENSG00000137877.10	84.1097783073865	0.8068453825743499	0.2649124896387485	3.045705333389964	0.00232135213243666	0.036981770557498815	69.66016559676085	139.36632581371788	111.4648328724928	54.23574272988547	55.30612804054957	74.6254747909125	protein_coding	SPTBN5	spectrin beta, non-erythrocytic 5 [Source:HGNC Symbol;Acc:HGNC:15680]
ENSG00000153823.19	188.24233082357486	0.8033117245725654	0.17387790085876373	4.619975975124484	3.837844813020337e-6	2.5067899296339895e-4	207.98535156747167	239.96850802362016	269.1222991876403	142.24091017837887	115.14554526475074	154.9913707195875	protein_coding	PID1	phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26084]
ENSG00000179532.13	352.55533180302047	0.7999097349392033	0.18804197781716667	4.253889180621978	2.100893041014368e-5	9.720131803093142e-4	313.4707451854238	548.235745253963	481.0059004137302	204.66318011277536	255.67750995795043	312.27890989428	protein_coding	DNHD1	dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532]
ENSG00000114270.18	382.5057436965129	0.7907877607151499	0.16873964639330136	4.68643722810683	2.7800203195208505e-6	1.9184337843734589e-4	357.25713498910204	575.0014634565975	521.173407755169	243.54918433420266	271.99735101909624	326.05592062491	protein_coding	COL7A1	collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]
ENSG00000105707.15	139.1305135550959	0.7751083398341392	0.24518737574691601	3.1612897583854846	0.0015707216243246165	0.02804066385289476	102.49995794951953	220.58643622171238	203.85009975780216	123.82122396822909	97.91904636687464	86.1063170664375	protein_coding	HPN	hepsin [Source:HGNC Symbol;Acc:HGNC:5155]
ENSG00000185761.11	69.70838206531944	0.7721903956436521	0.2534395891527691	3.046842043206552	0.0023125920033232926	0.03689514598405437	72.64560126519345	104.2940054102657	86.36014078409353	46.04921552537446	48.052865346707	60.8484640602825	protein_coding	ADAMTSL5	ADAMTS like 5 [Source:HGNC Symbol;Acc:HGNC:27912]
ENSG00000126562.17	149.95048402462982	0.7662398057620363	0.2438580918902942	3.142154520370597	0.0016770950245501303	0.02946592270981748	133.34945985665647	191.0518506188053	241.0050440486331	95.16837875244055	80.69254746899854	158.435623402245	protein_coding	WNK4	WNK lysine deficient protein kinase 4 [Source:HGNC Symbol;Acc:HGNC:14544]
ENSG00000134323.13	8453.17234900421	0.7659606935906746	0.12776004367433585	5.995307073807295	2.031012880122575e-9	5.24473651648397e-7	8618.952774764939	11838.754047765293	11478.869410499687	5259.843728898327	6344.791541438784	7177.82259065823	protein_coding	MYCN	MYCN proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7559]
ENSG00000228672.4	324.7969000916918	0.7624018325742121	0.19229377080033208	3.964776546848472	7.346473281597812e-5	0.002683396030225727	295.55813117482813	443.01878404360644	486.0268388314101	210.80307551615863	197.6514084072099	315.7231625769375	protein_coding	PROB1	proline rich basic protein 1 [Source:HGNC Symbol;Acc:HGNC:41906]
ENSG00000175538.11	88.90203154555562	0.7463365132459416	0.23932040627113252	3.118566130129317	0.0018173335434459874	0.031286312661122855	91.55336049859997	100.60218220990231	141.59046337857194	62.42226993439648	58.02610155074053	79.2178117011225	protein_coding	KCNE3	potassium voltage-gated channel subfamily E regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243]
ENSG00000169855.21	130.92127403722884	0.740871660016284	0.19955841686150327	3.7125553092078336	2.051772041385349e-4	0.00619099911618014	162.2086713181717	166.13204401635244	162.67840473282735	72.65542894003525	102.45233555052624	119.40075966546	protein_coding	ROBO1	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]
ENSG00000227268.5	224.2135535962974	0.736891529602568	0.1809055870163167	4.073348655263501	4.6341969776083306e-5	0.0018883632651722475	202.01448023060644	333.1870438327957	305.27305579493526	167.82380769247578	165.9183841216487	171.0645499053225	protein_coding	KLLN	killin, p53 regulated DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:37212]
ENSG00000157510.14	316.34391882756034	0.7309304730817844	0.1599708279540311	4.5691485280792765	4.897096565981709e-6	3.072167246817e-4	406.01925090683466	390.41030343842823	386.6122581613489	189.3134416043172	220.31785432546795	305.390404528965	protein_coding	AFAP1L1	actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714]
ENSG00000063015.21	285.87340402826794	0.7302287971474252	0.14385391146631704	5.076183120112143	3.8509217727364974e-7	4.233726273709511e-5	316.45618085385644	383.02665703770145	370.54525522477337	194.43002110713658	225.75780134584986	225.02450860029	protein_coding	SEZ6	seizure related 6 homolog [Source:HGNC Symbol;Acc:HGNC:15955]
ENSG00000213889.11	163.29889824810772	0.724036186580708	0.18707180658637063	3.8703650742070645	1.0867249045435666e-4	0.0036898203855980347	170.16983310065862	234.43077322307508	204.85428744133813	106.42485365864319	116.95886093821137	146.95478112672	protein_coding	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative) [Source:HGNC Symbol;Acc:HGNC:26845]
ENSG00000248485.2	199.7744862839414	0.7226626889308263	0.15984147398022888	4.521121276823398	6.1512932420661115e-6	3.6139661460265663e-4	239.82999869741948	270.42604942661814	235.98410563095325	168.84712359303967	142.34528036666035	141.2143599889575	protein_coding	PCP4L1	Purkinje cell protein 4 like 1 [Source:HGNC Symbol;Acc:HGNC:20448]
ENSG00000134574.12	80.31127695351489	0.7224410518801245	0.23108565504725287	3.126291208912982	0.0017702615923544404	0.030666122810458198	86.57763438454562	112.6006076110833	100.41876835359713	60.37563813326873	55.30612804054957	66.588885198045	protein_coding	DDB2	damage specific DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2718]
ENSG00000134285.11	273.73108753266126	0.7154359993982915	0.15114511046497542	4.733437933899147	2.20748486681785e-6	1.591682594879572e-4	284.6115337239086	349.80024823443097	386.6122581613489	204.66318011277536	215.78456514181633	200.9147398216875	protein_coding	FKBP11	FKBP prolyl isomerase 11 [Source:HGNC Symbol;Acc:HGNC:18624]
ENSG00000140009.19	160.0195031358038	0.7108842757357549	0.2072818365821968	3.4295541155814515	6.045738598247221e-4	0.013956732098739532	152.257219090063	254.7358008250737	188.7872845047626	97.21501055356829	135.09201767281778	132.0296861685375	protein_coding	ESR2	estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468]
ENSG00000108352.13	80.34281442845106	0.7077496487322685	0.2371236246951264	2.984728534081045	0.0028383009183761557	0.04241789151769695	81.60190827049128	106.13991701044739	111.4648328724928	52.189110928757714	69.8126534282347	60.8484640602825	protein_coding	RAPGEFL1	Rap guanine nucleotide exchange factor like 1 [Source:HGNC Symbol;Acc:HGNC:17428]
ENSG00000067842.19	152.1313118467687	0.7042389890720043	0.19184357818340653	3.670902074182212	2.4169593507586347e-4	0.007042317763214894	174.1504139919021	210.4339224207131	179.74959535293885	107.44816955920706	95.19907285668367	145.8066968991675	protein_coding	ATP2B3	ATPase plasma membrane Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:816]
ENSG00000104848.2	966.8255373586653	0.7028171491162557	0.14495908002550334	4.848383067777512	1.2447186598613935e-6	1.0088581021241544e-4	1046.8927743970344	1418.5830647396315	1128.7069562944316	599.6631177304318	897.5912583630176	709.516052627445	protein_coding	KCNA7	potassium voltage-gated channel subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:6226]
ENSG00000177383.5	95.08310360515782	0.7002485579712693	0.21423469423792574	3.268604837616003	0.001080791296767906	0.021545972278834525	115.43684584606083	111.67765181099246	125.5234604419964	76.74869254229075	60.74607506093149	80.365895928675	protein_coding	MAGEF1	MAGE family member F1 [Source:HGNC Symbol;Acc:HGNC:29639]
ENSG00000069122.19	205.4027640393528	0.6927776456650601	0.15605490653977427	4.4393198587991165	9.024361298133157e-6	4.960718210617356e-4	263.7134840448803	251.96693342480117	245.021794782777	145.3108578800705	149.59854306050292	176.804971043085	protein_coding	ADGRF5	adhesion G protein-coupled receptor F5 [Source:HGNC Symbol;Acc:HGNC:19030]
ENSG00000169047.6	220.20481173747984	0.6906473948433356	0.22502768393018766	3.0691663478063496	0.0021465703062815483	0.03505223041316222	211.96593245871514	311.95906043070624	290.2102405418957	135.07769887443175	120.58549228513266	251.4304458339975	protein_coding	IRS1	insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]
ENSG00000128917.8	775.8402474515095	0.6878527891072842	0.14128339925166167	4.868603054220428	1.123899077059659e-6	9.313265187813771e-5	759.2958050046932	1066.013949104928	1045.359378560946	637.5258060512953	500.47512587513705	646.3714201120575	protein_coding	DLL4	delta like canonical Notch ligand 4 [Source:HGNC Symbol;Acc:HGNC:2910]
